cVeg,cSoil,cLitter,npp,rh,fFire,fLitterSoil,fVegSoil,fVegLitter,fLateral
403.23719888896,1313.987396370432,19.159696015359998,49.7647257624,46.122785643901864,4.603697144212499,nan,nan,nan,0.666268527507782
401.5408545792,1314.275830267904,19.225729040384,48.232067803199996,45.57520817285326,4.3616247116624995,nan,nan,nan,0.6255467534065247
403.56754227199997,1313.714531729408,18.858823909376,50.69833763489999,46.237535595283966,3.7197515101499996,nan,nan,nan,0.6380890607833862
404.824893947904,1314.03920441344,19.117461471231998,50.585558661899995,45.76257069151113,3.9418504473374996,nan,nan,nan,0.62586909532547
404.509012525056,1314.357837299712,19.169848328192,49.5118744371,46.21855144083275,3.9972310768124997,nan,nan,nan,0.603361189365387
405.803542511616,1313.9378700288,19.115139923967998,50.835983996699994,47.18265350288948,4.0910242087125,nan,nan,nan,0.6395707726478577
406.219885903872,1314.509100679168,19.287756505087998,50.32356352199999,46.1412438455444,3.9028817422124997,nan,nan,nan,0.6276899576187134
405.676874530816,1314.711769448448,19.219387252736,49.6434301821,46.581684427686696,4.2408601866,nan,nan,nan,0.6260066032409668
405.508196401152,1314.425885687808,19.324125315072,49.876376551199996,46.83061400891747,4.100499871199999,nan,nan,nan,0.6151831150054932
406.470403293184,1314.468835360768,19.097142165504,50.7576974805,46.64278403816705,4.168799393175,nan,nan,nan,0.6362893581390381
405.56020577075196,1314.77270429696,19.180963233792,49.3133771331,46.280823904083924,4.311775537762499,nan,nan,nan,0.6219885945320129
405.001390260224,1314.660766711808,19.028384940031998,49.3690565736,46.08425787763737,4.3677823883624995,nan,nan,nan,0.6170176863670349
405.129366863872,1314.3927339089919,18.839903404032,49.0944857301,46.32248062780011,4.042963463175,nan,nan,nan,0.6206435561180115
404.420294606848,1314.365756145664,18.940744957952,49.0273074891,46.66516925099493,4.680259333425,nan,nan,nan,0.6043435335159302
403.21387855872,1314.588020703232,18.788680466431998,48.7739630763,46.31287852083753,4.696937525025,nan,nan,nan,0.6249617338180542
404.06958368358397,1314.1128899461119,19.082443227136,50.05773807839999,46.353452069911796,3.9730135773374995,nan,nan,nan,0.6113417744636536
404.154375733248,1314.497826390016,19.320587419648,50.24663792729999,46.02360386251199,4.3813309536,nan,nan,nan,0.6211348176002502
403.000069718016,1314.637949698048,19.095846125568,49.03921259369999,46.00755239048537,4.547639505599999,nan,nan,nan,0.6030091047286987
402.243752820736,1314.0436335984639,18.973026418688,48.50709623189999,46.613328865402664,4.289248342237499,nan,nan,nan,0.6050569415092468
403.61431715020797,1313.512534048768,18.800892182528,49.9775502168,46.57735383635554,4.088667743549999,nan,nan,nan,0.5953649282455444
403.189014724608,1313.7671450787839,19.487065636864,49.65870406049999,46.036599723614316,4.5631766927249995,nan,nan,nan,0.6299973130226135
401.43146713088,1314.039607066624,19.220372914176,48.1196911896,45.523251516967804,4.392397809449999,nan,nan,nan,0.6171278953552246
403.5851583488,1313.508104863744,18.599800471552,50.6089665117,46.16152288428197,3.808786347675,nan,nan,nan,0.6271948218345642
405.072257220608,1313.836669861888,18.868273676288,50.5099387629,45.68288468463322,3.9088338014249997,nan,nan,nan,0.6164020299911499
404.852140146688,1314.153826353152,19.182028587008,49.417532991899996,46.12286195136253,3.8348366533875,nan,nan,nan,0.5927590131759644
406.61411692544,1313.70835771392,18.7321810944,50.7430113624,47.078233530631465,3.9859583569312496,nan,nan,nan,0.6303995251655579
407.093643313152,1314.2887151697919,19.216029712384,50.257959216299994,46.0297112426323,3.87037026444375,nan,nan,nan,0.6185280680656433
406.38047741542397,1314.500108091392,19.247904325632,49.5915258195,46.49669629002251,4.328689918275,nan,nan,nan,0.616772472858429
406.157675986944,1314.164295335936,19.397737447424,49.796472707999996,46.74625618767752,4.0787650672875,nan,nan,nan,0.6060390472412109
407.048411938816,1314.264555978752,19.102888361984,50.7033947403,46.546546832491245,4.161494794949999,nan,nan,nan,0.6272437572479248
406.224617078784,1314.536749531136,19.266013233151998,49.2442580997,46.205820456006656,4.0809800163375,nan,nan,nan,0.6125171184539795
405.73079650304,1314.43246235648,18.996053147648,49.2643918485,45.99879915808971,4.266432690525,nan,nan,nan,0.6088709831237793
405.840485941248,1314.138659749888,18.79772758016,48.99435741,46.2575717505974,4.03726904218125,nan,nan,nan,0.6113457679748535
405.66117105664,1314.077724901376,18.585598558207998,48.884556685499994,46.587267769702244,4.468190289074999,nan,nan,nan,0.5967769622802734
404.167461961728,1314.347502534656,19.077254873088,48.72735250109999,46.19709611298531,4.700140621425,nan,nan,nan,0.6161394119262695
404.939381669888,1313.889014775808,19.052810469376,49.9621698315,46.26285372025389,3.95729665981875,nan,nan,nan,0.603477418422699
404.85338166067197,1314.2197272576,19.516373336064,50.09411215709999,45.94016602351579,4.332565092937499,nan,nan,nan,0.6128816604614258
403.832488067072,1314.366829887488,19.106415771648,48.936831849899995,45.92690674014737,4.381523257725,nan,nan,nan,0.5956467390060425
403.107913662464,1313.799357333504,18.998596993023998,48.4301588031,46.54180002439385,4.193571123,nan,nan,nan,0.5982389450073242
404.382646534144,1313.2874509189119,18.798669201408,49.872735593099996,46.51799930094825,4.11515763676875,nan,nan,nan,0.5876590609550476
404.57786621952,1313.521526636544,18.901314306048,49.5259017903,45.98477545664174,4.5033636997125,nan,nan,nan,0.6219558715820312
402.825519562752,1313.815463460864,19.136839155712,48.02847000209999,45.41098014048458,4.4370059563124995,nan,nan,nan,0.6099469661712646
404.992666107904,1313.2627548569599,18.732535513088,50.5449519201,46.07724258359419,3.6379086003562495,nan,nan,nan,0.6191253662109375
405.973797699584,1313.614942175232,19.212972064768,50.4143074008,45.575010887242975,4.01064576879375,nan,nan,nan,0.6089165210723877
405.99574229811196,1313.874250825728,18.984105672704,49.32327044069999,46.047065847491574,3.7933916628374997,nan,nan,nan,0.5857107639312744
407.464117796864,1313.473208254464,19.012048125952,50.669178412499996,46.98317993162088,3.9598910396999996,nan,nan,nan,0.6229443550109863
408.022463545344,1314.051686662144,19.06098307072,50.1794754651,45.95310608772216,3.8958199895812498,nan,nan,nan,0.6122079491615295
407.5655528448,1314.25059733504,19.139232006144,49.5192036897,46.430060990092485,4.135322696625,nan,nan,nan,0.6095727682113647
407.571995295744,1313.910221176832,19.149904412672,49.7080917045,46.65997395671256,4.057183613587499,nan,nan,nan,0.5985859632492065
408.577923612672,1313.980014395392,19.002139082752,50.6309463801,46.43766169278618,4.1535048051,nan,nan,nan,0.619346022605896
407.82929068032,1314.259724140544,19.129956302848,49.171079969999994,46.10438600325115,4.1237297164125,nan,nan,nan,0.6052896976470947
407.30986807296,1314.146310160384,18.9083942912,49.18714673309999,45.889528659081606,4.341236036624999,nan,nan,nan,0.6027085185050964
407.30094259404797,1313.867539939328,18.931911753728,48.8976373107,46.161036507510055,3.9765842704687495,nan,nan,nan,0.6045310497283936
407.01811228672,1313.7985520271359,18.727374422016,48.8601232137,46.47777130323834,4.428652560974999,nan,nan,nan,0.5900442600250244
405.66898923929597,1314.066450612224,18.919209304064,48.632995277099994,46.112259690146885,4.63670885925,nan,nan,nan,0.6081809997558594
406.212738809856,1313.595346386944,19.333407309824,49.841619799499995,46.18769256814778,3.8623854520124996,nan,nan,nan,0.5970541834831238
406.406180110336,1313.9210928128,19.161973522432,50.003281494899994,45.880023669051205,4.378328050725,nan,nan,nan,0.6061874032020569
405.364851867648,1314.109400285184,19.009265205248,48.8665846323,45.835193672656864,4.4393639007375,nan,nan,nan,0.58943772315979
404.880594305024,1313.49964914688,18.909738565632,48.3640692993,46.47467644448424,4.0426917719625,nan,nan,nan,0.5912665724754333
405.925680644096,1313.00707008512,18.939658633216,49.849663042799996,46.419657952715,4.2240671056125,nan,nan,nan,0.5822974443435669
405.592787124224,1313.268526219264,19.249240211455998,49.445437799699995,45.89754601783402,4.5755295207749995,nan,nan,nan,0.6156227588653564
403.577138839552,1313.5448805212159,19.420600598528,47.9301286311,45.35161197778497,4.35384625635,nan,nan,nan,0.6042131781578064
405.31690258432,1313.009351786496,19.035525742592,50.4292380903,46.02443182662139,3.7113687761062497,nan,nan,nan,0.6128976345062256
406.472752103424,1313.367310467072,19.149996687359998,50.34574851479999,45.555759765940756,3.8910274256249995,nan,nan,nan,0.602756679058075
406.090097360896,1313.6821852569599,19.26860111872,49.22030588129999,46.03698039467883,3.8244337398562496,nan,nan,nan,0.5807311534881592
407.68920092672,1313.27818989568,18.784790249472,50.5527979284,46.99355436502033,4.013349121012499,nan,nan,nan,0.6160645484924316
408.133260279808,1313.856265650176,19.30818486272,50.10075503189999,45.95285236578673,3.7889790227999995,nan,nan,nan,0.6065265536308289
407.438180220928,1314.106447495168,19.235721969664,49.361056721999994,46.41251961858326,4.186649160675,nan,nan,nan,0.6037101745605469
407.39291529216,1313.782714335232,19.090791989248,49.5922674231,46.66852968841476,4.0993391432249995,nan,nan,nan,0.5926203727722168
408.40438009036797,1313.843380748288,19.065559056384,50.522759037899995,46.46719148430932,4.0440339561375,nan,nan,nan,0.614672839641571
407.78298556416,1314.150202474496,19.053479460864,49.096477803599996,46.08363309429012,4.066757153943749,nan,nan,nan,0.5985060930252075
407.17766361088,1314.052089315328,18.91371057152,49.131601412399995,45.88104716848867,4.399875974475,nan,nan,nan,0.597274661064148
406.972578922496,1313.76405807104,18.995977650176,48.8363642856,46.12830704325073,4.077453947625,nan,nan,nan,0.5983264446258545
406.414770044928,1313.7035258757119,18.869431304192,48.7554821568,46.47959876566893,4.5139478229,nan,nan,nan,0.5850359201431274
405.369348161536,1313.950352277504,18.756294148096,48.532894569899995,46.122071692207236,4.512545482049999,nan,nan,nan,0.6029068827629089
405.956986929152,1313.537632763904,19.2099647488,49.798239933599994,46.17706938211515,3.9299626007999997,nan,nan,nan,0.5911457538604736
406.00627838976,1313.8745192611839,19.145821257728,49.9420124145,45.86393915266221,4.4666207915625,nan,nan,nan,0.6008570194244385
404.93723418624,1314.01303195648,18.973655564288,48.770330007599995,45.838330024318466,4.467422551837499,nan,nan,nan,0.5849717259407043
404.45824466944,1313.4195211632639,18.72066772992,48.3080624487,46.41715715497337,4.2152802863625,nan,nan,nan,0.5858434438705444
405.921821884416,1312.916204683264,18.8217294848,49.794658145999996,46.37676231521976,3.90640460585625,nan,nan,nan,0.5786491632461548
405.95024248832,1313.149475094528,18.991517007871998,49.4054069841,45.84475694052512,4.482061826624999,nan,nan,nan,0.6095150113105774
403.761621106688,1313.461128658944,19.485662642176,47.894381759699996,45.31476315859214,4.410471438675,nan,nan,nan,0.6002993583679199
405.677210075136,1312.8657388175359,18.74279268352,50.3949665367,45.98830505905865,3.8083536633937496,nan,nan,nan,0.6070148944854736
406.905134514176,1313.1963170816,19.024215801856,50.28826634639999,45.48278115928971,3.9663803177437496,nan,nan,nan,0.597568929195404
406.810376798208,1313.515352621056,19.16117450752,49.2061680765,45.939448886486616,3.6391460034375,nan,nan,nan,0.5758785009384155
408.301804191744,1313.0956537856,18.864544940032,50.5535079744,46.89609718051677,4.034280931931249,nan,nan,nan,0.6111587285995483
408.734790582272,1313.687688183808,19.277012795392,50.0305393719,45.880946006695325,3.740639682825,nan,nan,nan,0.6021103858947754
408.143494381568,1313.873177083904,19.193139298304,49.3606977543,46.32969442951512,4.144609506599999,nan,nan,nan,0.5989512205123901
407.97290364928,1313.563805220864,19.27984185344,49.54591719809999,46.57831076201816,4.02037241281875,nan,nan,nan,0.5887648463249207
408.528967696384,1313.649033478144,19.294228316159998,50.4422871579,46.37920777708953,4.207319388675,nan,nan,nan,0.60945063829422
407.776073351168,1313.923374514176,19.02655832064,49.0225501809,46.045305704124516,4.195719998325,nan,nan,nan,0.5940719842910767
407.246584414208,1313.826871967744,18.876880388095998,49.0252010193,45.82102577875263,4.3295528214,nan,nan,nan,0.5932730436325073
407.335168114688,1313.54058555392,18.653080715264,48.790747774799996,46.091494827124166,4.150367782425,nan,nan,nan,0.5931363105773926
406.967310876672,1313.4983069696,18.729672900608,48.709869590699995,46.41870333792971,4.4442661766625,nan,nan,nan,0.5814889073371887
405.707845271552,1313.729429897216,18.906431356928,48.51489095909999,46.05620859684846,4.573160728425,nan,nan,nan,0.597761332988739
406.427856273408,1313.280740032512,19.120454107136,49.7068925157,46.10102747608832,3.86818687299375,nan,nan,nan,0.5875660181045532
406.616935497728,1313.622995238912,19.23855941632,49.8770984313,45.779141066370705,4.219303387275,nan,nan,nan,0.5955311059951782
405.245867851776,1313.767547731968,19.30510204928,48.7174828617,45.772340414007886,4.413756387599999,nan,nan,nan,0.5811026692390442
404.63047956889596,1313.174573809664,18.833020551168,48.2061116772,46.400658567162246,4.1840165665125,nan,nan,nan,0.5814441442489624
405.90125301759997,1312.663875354624,18.777114673152,49.6691575155,46.33718414960956,4.1081165938124995,nan,nan,nan,0.5736697316169739
405.84689483776,1312.927613190144,19.018417176576,49.359064648499995,45.80339900825593,4.5173654123624996,nan,nan,nan,0.6054167747497559
403.770747912192,1313.211215249408,19.496093876224,47.834564328899994,45.24883740702367,4.302118912162499,nan,nan,nan,0.5963618159294128
405.496553013248,1312.645890179072,19.06716966912,50.307106233599995,45.94153277336146,3.6369877594499997,nan,nan,nan,0.6027183532714844
406.877317890048,1313.000224980992,18.88766394368,50.2199638659,45.455450269824084,3.9077948660624995,nan,nan,nan,0.5940471291542053
406.779842265088,1313.316173512704,19.102395531264,49.129250371199994,45.922455336333584,3.6741838150125,nan,nan,nan,0.5720154047012329
408.321769078784,1312.921304956928,18.854713491456,50.4732412188,46.863418608406214,3.9382952864624996,nan,nan,nan,0.606545090675354
408.639428886528,1313.501125541888,19.250028740608,49.9434009489,45.83981750061291,3.8330289946124996,nan,nan,nan,0.5987109541893005
407.86163715276797,1313.671984709632,19.171968548864,49.286119256099994,46.30944703521141,4.3577017075125,nan,nan,nan,0.5948759317398071
407.892305903616,1313.378047885312,19.0275125248,49.4859340899,46.51586149480224,4.0888474739437495,nan,nan,nan,0.5845500826835632
408.425284501504,1313.491461865472,19.402072260607998,50.4276444315,46.34130354709401,4.0944630009375,nan,nan,nan,0.605137288570404
