npp,rh,fFire,cVeg,cLitter,cSoil,tas,tos,fgco2,dpco2,spco2
68.87883302,58.70517726,7.138685378,594.3355202,221.9445088,1023.60147,284.4289541,289.65634,0.18424663,3.8590162,nan
68.63528987,58.66685323,6.11040378,595.5539541,222.303531,1023.712622,284.335296,289.62592,0.4246193,2.9221592,nan
67.73731853,58.32666782,6.662967631,595.5140465,222.5016453,1023.972432,284.5351419,289.73154,0.5673494,2.8545308,nan
67.04189132,59.30285119,6.170685762,595.50114,222.3934683,1024.229554,285.0524603,289.82053,0.47789428,3.1521163,nan
65.91711477,58.46944968,7.277850263,594.6685013,221.7337255,1024.213417,284.883426,289.6854,0.40084153,2.9869785,nan
67.07186269,57.96593003,6.26255983,594.7544642,221.3929814,1024.241734,284.6327342,289.74756,0.52818507,2.7974782,nan
64.36487952,57.41277671,7.258130802,593.9352425,221.5171568,1024.244194,284.4951727,289.7096,0.4448588,3.0531843,nan
65.39993167,57.49467731,6.802033936,592.2144618,221.0893336,1024.209119,284.5282986,289.66223,0.3697061,3.3181472,nan
66.47369237,57.58902909,5.579723445,592.1416433,220.664164,1024.19588,284.6512146,289.72668,0.3328784,3.5578747,nan
66.76769479,57.88126456,6.981775783,592.665854,220.7985659,1024.208722,284.5605648,289.66754,0.4662141,2.8755102,nan
65.92917143,57.87777501,6.920053559,591.8593637,220.8710149,1024.09333,284.678026,289.6355,0.32828334,3.2518451,nan
68.66360198,58.29235016,5.464123801,593.0642763,220.6014712,1024.104113,284.5720366,289.62595,0.39247003,3.13455,nan
65.52797224,58.25224478,6.120438836,593.4866164,221.3527897,1024.18353,284.4979828,289.65903,0.4737612,2.4660695,nan
64.66960254,57.15769787,6.264420052,592.3363733,221.0016958,1024.186629,284.628205,289.70062,0.6229445,2.2222059,nan
64.51839972,57.88760478,6.119051706,591.6563699,221.0493374,1024.270495,284.6870182,289.78348,0.5611146,2.4525716,nan
66.82904045,57.39243475,5.516867047,591.5917845,220.411597,1024.297875,284.6163366,289.66696,0.51341,2.3278382,nan
66.9586103,57.79354918,6.709153992,592.2643048,220.9765229,1024.359599,284.4719318,289.64056,0.53923863,2.4661984,nan
65.72894148,57.64793667,6.266812838,592.0347881,220.7934556,1024.363584,284.4346073,289.67093,0.20068224,3.4669664,nan
66.2673727,57.52488138,5.436183862,591.980638,220.7821294,1024.464762,284.5076032,289.67752,0.3633408,3.4907644,nan
67.09854939,58.49508047,5.829238458,593.3329865,220.9771392,1024.609049,284.5998067,289.7856,0.36985207,3.1610188,nan
65.61511876,58.18499375,5.764977375,592.6509417,221.2870172,1024.704136,284.6458258,289.78333,0.3965617,3.2559025,nan
67.09935508,58.32739507,5.335375057,593.5563398,220.9870067,1024.736237,284.7703948,289.77884,0.48017725,2.765424,nan
65.57094909,57.85015148,5.88172825,593.2189691,221.1072787,1024.89179,284.7202763,289.76587,0.4349419,2.787189,nan
66.46071065,57.75446099,5.032073035,593.7627237,221.0588951,1025.164489,284.6434786,289.67795,0.3919096,2.9537816,nan
66.03881514,57.80331143,6.171548612,594.2441117,221.2719971,1025.219198,284.5221825,289.60645,0.3639051,2.852883,nan
66.41716727,57.73958147,6.735124005,594.1929106,221.0739229,1025.327892,284.3939108,289.6503,0.5145024,2.752296,nan
66.60873948,57.56423382,5.535441583,594.3599756,221.0540983,1025.564336,284.3586031,289.57858,0.46885958,2.6119525,nan
65.91882289,58.00149227,6.580412345,595.1323953,221.0960059,1025.623552,284.6495946,289.62875,0.47080338,2.6022866,nan
65.47704261,57.32727622,6.244800163,594.0219462,220.803072,1025.788504,284.573954,289.60608,0.3340453,3.3017747,nan
66.9251069,57.69005028,5.392638119,593.9219199,221.5359827,1026.021547,284.2415717,289.46786,0.2863859,3.6143434,nan
67.37527758,57.84463946,6.356813135,595.5481169,221.9334896,1026.080218,284.2491424,289.6187,0.44723463,3.1344867,nan
65.50174793,58.02654625,6.178881922,595.1369431,221.8569785,1026.270653,284.6068815,289.66483,0.29740265,3.824635,nan
62.96924286,56.63900761,7.091396183,593.2567007,221.7042489,1026.348391,284.3826705,289.62918,0.38607734,3.3317688,nan
65.30670329,56.77362106,6.190638599,592.3394044,221.0180304,1026.417297,284.3426352,289.68997,0.36835897,3.286742,nan
67.10959832,58.29710417,6.551347131,593.2254451,220.7355403,1026.362563,284.7360127,289.682,0.25260636,3.594638,nan
