npp,rh,fFire,cVeg,cLitter,cSoil,tas,tos,fgco2,dpco2,spco2
55.40983595,56.30346411,nan,536.996156,nan,991.211809,285.7728644,290.92606,0.8008514,nan,297.71683
58.50261288,56.59344205,nan,537.0200108,nan,991.4438435,285.4460692,290.82504,1.1234319,nan,298.98886
59.1937291,56.44208172,nan,537.9882531,nan,993.3520738,285.6371543,290.89297,1.0147264,nan,302.30734
59.75160767,58.07619607,nan,538.8891225,nan,994.0767757,285.858985,290.90176,1.2379977,nan,304.49344
62.90267243,58.00849354,nan,540.0882521,nan,996.2936209,285.4319527,290.84772,1.4374394,nan,306.42267
61.82940048,58.48481537,nan,541.40427,nan,999.0001287,285.5785725,290.9388,1.5627474,nan,309.11014
59.44691753,58.48899257,nan,542.1743465,nan,1000.456058,285.7590455,291.02594,1.7019588,nan,311.68698
58.45210607,58.14102394,nan,542.5171653,nan,1000.393134,285.5959619,291.0443,1.8777834,nan,313.89648
60.11437542,58.82213437,nan,542.554205,nan,1000.663184,285.5006177,290.9962,2.1012087,nan,316.43253
61.11789071,58.12783023,nan,544.0109637,nan,1001.929623,285.762649,290.92355,2.1867058,nan,318.9608
63.59812022,59.59703343,nan,545.1448569,nan,1003.909497,285.6024747,290.88873,2.322668,nan,321.43094
63.46924401,59.19417989,nan,546.734955,nan,1006.317948,285.5247844,290.88528,2.465365,nan,324.45102
63.66632364,60.05695155,nan,548.4346241,nan,1008.555558,285.7691948,290.91403,2.680232,nan,326.96405
66.74001906,61.00272063,nan,550.1720119,nan,1011.646676,285.5370164,290.87292,2.5647154,nan,330.4041
69.3063265,61.76172918,nan,552.8188432,nan,1015.849318,285.4893113,290.86966,2.6475499,nan,333.4126
64.29633702,62.02931503,nan,554.0649984,nan,1018.67123,285.6016482,291.02542,2.7299464,nan,337.2133
64.64070219,62.86872168,nan,555.573318,nan,1019.323048,285.9735369,291.075,2.6883504,nan,340.41324
61.8507126,62.33810996,nan,556.741918,nan,1018.78919,286.2002934,291.0862,2.6604373,nan,343.95132
65.77821872,62.21815699,nan,557.8832115,nan,1018.951243,285.8679111,291.09604,2.7879026,nan,346.81723
66.63507309,62.05583756,nan,559.4162858,nan,1021.303302,285.8667871,290.97003,2.9267228,nan,349.18137
70.21527949,63.25750062,nan,562.1676954,nan,1024.610772,285.9393201,290.95718,3.1449597,nan,352.25912
