npp,rh,fFire,cVeg,cLitter,cSoil,tas,tos,fgco2,dpco2,spco2
49.04483171,48.37529375,nan,451.0178619,85.65384492,1234.805374,287.0353817,290.7658,0.58723426,4.186449,297.16974
47.95186727,48.41120581,nan,450.8802139,85.55684624,1235.094539,287.1239156,290.79855,0.7927868,3.941105,299.84982
47.68814738,48.70764874,nan,450.3259806,85.33109094,1235.279405,287.4165602,290.84128,0.9382114,2.6438553,301.49802
46.80568314,48.6925767,nan,448.9384926,84.91490505,1235.254042,287.5882723,290.8242,0.94552535,3.2071943,305.05048
49.54046083,48.46992,nan,449.2243887,84.57791733,1235.122119,287.6318119,290.8388,1.4414136,1.8626215,306.68845
48.33564706,48.76241128,nan,449.7239094,84.44113976,1235.006503,287.5743211,290.88242,1.4295596,0.7109569,308.5387
50.44403254,48.29144768,nan,450.3933572,84.6902028,1234.900541,287.3591685,290.82233,1.567793,0.9830674,311.93433
50.354084,48.94205579,nan,452.1720543,84.89774352,1234.941745,287.5661223,290.83896,2.014156,0.004422598,314.0014
48.44097776,49.30219844,nan,452.2905961,84.75239053,1235.002458,287.6664255,290.92264,1.9698244,-0.2930777,316.84268
49.80091798,48.90497055,nan,452.5380351,84.61334267,1234.95827,287.5610972,290.81985,1.8322024,0.015059691,320.36606
51.79687782,49.23664863,nan,454.3247145,84.7665098,1234.95368,287.7213046,290.8449,2.341677,-1.5509847,321.92725
46.89264122,49.48465332,nan,453.8369969,84.85952364,1235.014473,287.7855727,290.95407,2.3015165,-1.5099787,325.22617
51.37219817,49.37736167,nan,453.7720946,84.34411909,1234.906273,287.8503697,291.0225,2.3583024,-1.175015,328.8134
48.60814016,49.68534269,nan,454.9388376,84.09708623,1234.66557,287.9124228,291.072,2.346378,-2.227409,331.05264
52.10989264,48.53813952,nan,456.0390863,84.44048719,1234.398592,287.3794672,290.8549,2.3969932,-0.2170915,336.44284
54.12270424,49.10828264,nan,459.469812,85.57117563,1234.422983,287.6424902,290.94962,2.6038003,-2.9841664,336.99994
52.38264642,50.24493585,nan,462.4348886,85.81049868,1234.704075,287.8010446,291.03458,2.127185,-1.5397241,341.8854
52.34461758,50.58500286,nan,464.3054907,85.68463645,1234.98649,287.89262,290.97525,2.616968,-3.4782825,343.3403
52.72976472,50.27827834,nan,466.0541573,86.01790564,1235.302328,287.8325836,291.01315,2.687537,-3.3491514,346.9504
50.17377633,50.79666971,nan,466.055857,86.01292911,1235.619937,287.8956615,291.08,2.7651668,-3.47199,350.28445
54.27287077,50.05569847,nan,467.8638594,86.07605083,1235.893294,287.7676873,290.97498,2.8471773,-2.9861994,354.32928
54.29235653,50.38285223,nan,471.0028187,86.40122903,1236.320151,287.7043119,291.00095,2.8169825,-4.1164746,356.82257
51.90942017,51.58323214,nan,473.0096157,86.41859711,1236.833414,288.0829117,291.1616,3.0488198,-4.8251686,359.58374
51.79276452,51.45779461,nan,472.8437839,85.72091074,1237.195494,288.4023015,291.3514,3.2053466,-5.0591726,362.97952
51.89858458,51.09800635,nan,474.0550236,85.47416174,1237.282317,288.434667,291.29932,3.098566,-5.055253,366.71677
53.55221337,50.90739841,nan,475.4556238,85.60603695,1237.363777,288.2185226,291.2316,3.2539454,-5.8280735,369.63376
54.62387918,51.20894577,nan,478.259777,86.01709915,1237.573704,288.0595054,291.23163,3.1979084,-4.963831,374.3074
50.27255399,52.23734205,nan,478.3265143,85.83413109,1237.901044,288.4632306,291.32474,3.1240494,-5.495245,377.5136
54.16349002,51.26005418,nan,478.806433,85.68148182,1238.087777,288.1801072,291.13528,3.1019888,-3.0323493,383.88367
57.01636327,50.85336347,nan,482.1851471,86.27643592,1238.393208,288.0142467,291.06772,3.5804274,-6.0715194,384.6718
55.23022212,51.71620444,nan,486.431343,87.19273271,1239.007256,287.9793026,291.2371,3.3310292,-6.012825,388.58807
52.49990768,52.50732926,nan,486.3898194,87.03329829,1239.659586,288.5986432,291.26172,3.0542629,-5.111233,393.51025
55.00711338,52.62028023,nan,488.6582573,86.38943886,1240.173486,288.5239282,291.35452,3.6599462,-7.0744405,395.43594
53.3075133,52.33593096,nan,489.5120022,86.091978,1240.521871,288.614578,291.32654,3.5008526,-6.0161934,400.57928
58.4613391,52.05647491,nan,492.9149719,86.38410022,1240.894253,288.2323416,291.22498,3.4849145,-5.9226274,404.76102
57.68149766,52.77645557,nan,498.0239571,87.18300051,1241.555346,288.3476869,291.27808,3.6102622,-6.996541,407.74448
55.07622227,53.79411435,nan,499.6228109,87.18525346,1242.380248,288.6359345,291.3401,3.295171,-6.1503043,412.8258
53.25841443,53.70999341,nan,499.761602,86.57367878,1243.012597,288.7927367,291.4438,3.5279827,-6.599474,416.48367
52.23825775,53.94479082,nan,499.3100561,85.61358827,1243.36833,289.2550107,291.65012,3.6101105,-6.8831024,420.38327
52.61900318,53.4466073,nan,498.1557693,84.55787517,1243.274845,289.1545753,291.6266,3.673609,-7.3239183,424.23297
60.7512719,52.57362603,nan,502.5943406,84.79038743,1243.064763,288.896974,291.52185,3.6598783,-7.6509604,428.25894
56.93432128,53.96521843,nan,507.2759896,86.01492398,1243.263734,289.138905,291.63864,3.3194304,-6.9277554,433.38486
53.19067656,54.38656497,nan,507.0072413,85.72506555,1243.603432,289.3098898,291.7371,3.4895852,-6.4948883,438.19885
59.89173707,53.25229282,nan,509.7250728,85.9144899,1243.782882,288.7137571,291.51846,3.7043996,-6.4289722,442.70395
60.80377986,54.00119163,nan,515.4012306,87.30943305,1244.251759,288.7702231,291.54993,3.9460905,-7.7145395,445.85864
54.46126533,55.84789937,nan,516.9215625,87.20078659,1245.033808,289.3620911,291.6988,3.73942,-7.4638553,450.63297
55.00223025,55.08084623,nan,516.7229121,86.11767496,1245.544921,289.2718711,291.67157,3.8266494,-7.2489963,455.44315
57.84478994,54.50709828,nan,518.0814636,85.82126202,1245.796634,289.266251,291.71667,3.80644,-7.4876337,459.83246
58.20359644,54.53917269,nan,520.8842126,86.42853152,1246.065152,289.0690167,291.67606,3.6952782,-7.30072,464.74182
61.07838687,55.02587364,nan,524.6516031,86.93483839,1246.529473,289.1439631,291.6384,3.9015963,-7.196564,469.54034
