npp,rh,fFire,cVeg,cLitter,cSoil,tas,tos,fgco2,dpco2,spco2
56.13784305,52.56772847,nan,393.0486703,159.1141471,779.6594679,285.9616354,290.48434,0.02628172,nan,298.8441
53.36120227,53.14246744,nan,394.6566548,159.7614974,779.8056087,285.9737352,290.57928,0.5398439,nan,299.6448
56.30740259,53.19016131,nan,394.801921,159.4469229,779.9840326,285.9922817,290.6009,0.85742533,nan,301.0089
55.00461105,53.15911206,nan,396.1381432,160.4869017,780.2160648,286.0950313,290.56656,1.1407833,nan,302.97714
56.05905346,53.82136687,nan,397.1642723,160.9558096,780.5894369,286.1865736,290.60455,1.3517145,nan,305.00674
57.882464,53.68275119,nan,398.472441,161.3584586,780.9509252,286.0765509,290.55023,1.5200834,nan,307.30493
58.26456824,53.63665153,nan,401.1679571,162.9224867,781.5048101,286.068848,290.532,1.658001,nan,310.08054
58.66387092,54.59769864,nan,402.9496563,163.7198152,782.3547523,286.160225,290.58124,1.691023,nan,312.62762
57.44616106,54.71936202,nan,404.4071442,164.5203485,783.2113836,286.0449789,290.6163,2.0156276,nan,314.66455
58.14720933,54.57966771,nan,405.1265354,164.7890168,783.9761984,285.9183271,290.5921,2.1275787,nan,317.16647
60.58871303,54.85424963,nan,408.3849417,165.7399682,784.7028637,286.0572771,290.56168,2.2056413,nan,320.13348
60.22322469,55.15168378,nan,410.7178107,166.8187497,785.6241393,286.0695092,290.58618,2.3392508,nan,322.8397
61.79556316,55.3471923,nan,413.7532178,168.0172015,786.7326752,286.0695753,290.6085,2.3109858,nan,325.9591
62.37913395,56.18825481,nan,416.3911405,169.1381078,788.0700171,286.0564506,290.633,2.579542,nan,328.25522
61.75084541,55.99134678,nan,419.3739095,170.203021,789.4663198,285.9215339,290.5681,2.525151,nan,331.6753
61.87434358,56.24469819,nan,421.7217228,171.3950508,790.898251,285.9543292,290.57217,2.8249822,nan,334.2194
60.72834535,56.79812408,nan,423.714494,172.0568387,792.3441396,285.8906562,290.65005,3.100971,nan,336.50925
64.37003359,56.82046332,nan,426.6127159,173.0577595,793.690864,286.1572827,290.63824,3.0023456,nan,340.3918
60.99628946,57.50018267,nan,429.093742,173.9766009,795.1607967,286.2729587,290.62128,3.0079129,nan,343.56262
63.66601496,57.73884826,nan,430.8419957,174.4506459,796.5723575,286.1856149,290.66208,3.1238282,nan,346.4727
65.43171661,57.37198264,nan,434.5323917,176.0521513,798.1043928,285.8973673,290.64243,3.315202,nan,349.5873
65.27546196,58.02940045,nan,437.254084,177.3580948,799.8372974,285.9988937,290.6252,3.3560157,nan,352.56137
64.13513833,58.64254138,nan,440.6886145,178.7785386,801.6809114,286.1838297,290.59146,3.3864996,nan,356.70883
64.94959823,58.70076413,nan,442.742176,179.304493,803.6049602,285.8778621,290.5937,3.6179028,nan,359.1625
65.72965926,58.96667804,nan,446.0054968,179.9341013,805.4388786,285.9992573,290.58417,3.569989,nan,362.77426
65.63497571,58.81826031,nan,449.1076127,181.2451263,807.2565997,286.0659057,290.6071,3.588418,nan,366.51785
68.79793978,59.35894318,nan,452.9723262,182.3690701,809.1323957,286.07827,290.62784,3.7918956,nan,369.46786
65.047003,59.95552029,nan,456.4534694,184.1326267,811.1164493,286.2733554,290.62164,3.7795975,nan,373.57666
67.1516768,59.85121812,nan,458.5864634,184.6885827,813.1024977,286.1442241,290.5291,3.8151352,nan,377.29303
70.63585744,60.28072042,nan,462.6518649,186.2583506,815.2083945,286.0927832,290.55307,3.9571126,nan,380.91718
68.61772477,60.69328081,nan,466.2002907,187.7126111,817.5882538,286.0060346,290.49414,3.9394069,nan,384.51797
70.30181677,60.9888745,nan,470.6756522,189.3077382,820.0334406,285.863415,290.53293,3.918615,nan,388.58276
68.33089052,61.6794374,nan,474.047353,190.4842949,822.618475,285.8625224,290.59775,4.141937,nan,391.7311
69.25516899,61.52979797,nan,476.8824496,191.0119097,825.0574199,286.0269614,290.5402,4.0601716,nan,395.85507
70.72092202,61.87405451,nan,480.7355365,192.8007224,827.4965214,285.9008386,290.5472,4.234415,nan,399.37747
73.04064294,62.45548053,nan,484.5219244,194.351502,830.1197442,286.0440532,290.56384,4.3327026,nan,403.15356
69.69845746,63.52496596,nan,488.4189496,195.5515953,832.9000754,286.2658839,290.6389,4.336757,nan,407.46652
71.54212363,63.97416323,nan,491.1429377,195.8988895,835.5512656,286.134703,290.6134,4.259575,nan,411.7982
74.10268246,63.38289459,nan,495.472214,196.9778946,838.1149095,285.9916205,290.55826,4.3261404,nan,415.73257
70.41276521,64.27034191,nan,498.8971863,198.2298256,840.856217,286.076617,290.61612,4.406578,nan,419.5543
74.15484179,63.3972915,nan,502.2034715,199.2533427,843.4465332,285.8483397,290.56458,4.3969884,nan,423.77625
72.91836088,64.35287517,nan,506.8253874,201.7695711,846.2374265,286.0031253,290.61368,4.5610585,nan,427.69193
70.99715972,65.36651418,nan,509.4285409,202.3284279,849.2092171,286.1611838,290.6122,4.6181293,nan,432.00354
