config,phi,T2x,THs,THd,th,eheat,aOHC,Lthx,lgla0,Ggla1,Ggla3,ggla,lgis0,Lgis1,Lgis3,Lais_smb,lais0,aais,k_toc,vgx,ggx,To,bdic,gdic,npp0,vfire,vharv,vmort,vstab,vrh1,vrh23,apass,bnpp,anpp,gnpp,bfire,gfire,brh,grh,ka,ga,k_tth,Cfr0,CO2pi,Lgla,Lais,tgla,tgis,tais,adic,aoc_1,aoc_2,aoc_3,aoc_4,aoc_5,toc_1,toc_2,toc_3,toc_4,toc_5,vrh3,aLST,grt1,grt2,krt,amin,vthaw,vfroz,ath_1,ath_2,ath_3,tth_1,tth_2,tth_3,aCO2,k_pH,T2x0
914,4.842396,3.1571498,7.7706976,48.833294,0.79760146,1.8178903,0.9278003,1.9347453,0.3208794,0.32332698,0.021808868,0.052976325,0.3759823,120.99884,3.5827646,0.29340467,0.02082023,0.0031558855,0.7727107,0.25442418,-0.0031740752,17.758326,0.80109435,0.03658621,48.88461,0.0046263533,0.004839824,0.11246051,0.22913904,0.08496902,0.028679943,0.7703134,1.2225028,0.10289403,-0.0262178,0.2633215,0.03160943,1.5359071,0.016995711,1.2119942,0.07490038,0.25320843,658.0185,279.69852,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
915,5.491701,3.5227056,7.9720044,117.34934,0.7488764,1.2379793,0.94850326,1.6037673,0.25167108,0.36221755,0.0032843957,0.125436,0.2479447,226.77548,6.218062,0.3407227,0.057476807,0.0006189055,1.3203692,0.19193302,-0.03862916,17.00724,1.0501462,0.03329755,50.494595,0.007366266,0.0016128742,0.11131941,0.3242902,0.1214688,0.03336802,0.40405992,0.8934258,2.3519049,0.004781224,-0.05612211,0.18004331,1.1415297,0.02055046,0.92002034,0.13509971,0.3498253,510.7614,278.35226,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
916,5.5993657,3.8403783,9.133307,56.37181,0.7968342,1.4177444,0.9385104,1.9097778,0.13660872,0.38608277,0.022631496,0.024239356,0.407088,240.79573,5.249127,0.31802988,0.08393965,0.001849203,0.9094326,0.14743537,-0.0016042741,17.444115,0.9666937,0.026193146,45.892094,0.0019451559,0.0006672371,0.11624444,0.08707103,0.1343505,0.024956904,0.7515889,1.1284935,0.5721739,-0.014094059,0.10099966,0.003026543,1.28205,0.0058857803,2.9517393,0.11115502,0.86508656,496.10788,280.28806,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
917,6.6272483,2.9912987,10.219944,106.64978,0.6696518,0.9184658,0.9295844,1.7532771,0.23712017,0.3716359,0.021079566,0.08936308,0.1292264,244.2875,3.390759,0.24077225,0.03228071,0.00406359,0.80728346,0.23853482,0.011613267,17.794703,0.88545126,0.04518053,46.895306,0.0035479194,0.0038437617,0.09817294,0.3040065,0.13742469,0.025708795,0.79454035,1.2310125,0.8691838,-0.009466597,-0.029861001,0.054599755,0.78711826,0.019600553,0.7587113,0.12354373,1.9736081,410.76196,279.66687,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
918,5.3654847,2.227085,8.043662,99.28113,0.63593054,1.5127267,0.9254482,1.6739696,0.5051044,0.39771172,0.015105811,0.01952229,0.26231372,184.67206,5.3810368,0.26154286,-0.086903095,0.009204387,0.94899356,0.23602533,0.004719007,17.802696,0.80105317,0.049194,51.136494,0.0043477383,0.0003941782,0.105536066,0.35263374,0.32592353,0.033038624,0.7024262,1.2325313,0.64368623,0.0013904436,-0.11808439,-0.08467679,0.8776514,0.06627967,3.7106664,0.13972308,1.6052194,533.39355,274.41562,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
919,5.37155,3.7199697,10.512461,193.26337,0.6124999,0.39920488,0.8963235,1.7200339,0.322276,0.26003256,0.021576332,0.036710393,0.36720556,233.79915,4.9173007,0.42873397,0.0560284,0.0033906125,0.8911474,0.08547024,0.037393205,18.355297,0.85737926,0.020475311,48.14583,0.0028856355,0.0012441486,0.11089592,0.17802972,0.25260454,0.032390967,0.3154376,1.1859407,0.11008815,-0.055974863,-0.22728255,-0.022200705,0.6439128,0.010807416,0.7107035,0.08937545,0.97354,381.79733,278.3594,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
920,4.6989107,3.927504,9.9766245,168.70656,0.7511913,1.6244277,0.8841492,1.9960932,0.092616744,0.3174163,0.012598652,0.30197406,0.51567733,129.25092,5.5011744,0.36852434,-0.05707183,0.003952233,0.61270565,0.14917009,0.071314506,18.271048,0.92292404,0.03841217,43.975018,0.005709496,0.0011588953,0.11002614,0.48859712,0.58021235,0.024326159,0.57193786,1.1324074,0.2856021,-0.0012360819,0.113621764,0.15744516,0.70946425,0.004399574,2.2904358,0.10384027,1.1036551,867.5293,280.75357,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
921,5.27412,4.424292,8.297521,97.917366,0.4713682,1.9445369,0.8807617,1.7585337,0.5008299,0.23609667,0.029686667,0.062110353,0.027881227,274.05264,5.3369565,0.5458124,-0.0048094825,0.0069783917,0.62323594,0.24548106,0.08029237,18.43821,0.83034474,0.04522019,48.673996,0.0065389876,0.0026619232,0.118708946,0.07758806,0.05018872,0.035797935,0.66110057,0.9078613,0.033559684,-0.021803927,0.005478475,-0.0044235648,1.4221072,0.06441693,2.395675,0.16284028,1.3989576,769.37885,283.29733,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
922,5.723839,2.66665,5.7420373,111.63798,0.72634244,0.5448564,0.89664227,1.7076777,0.70402724,0.2745119,0.03525701,0.068987936,0.34517565,188.1439,4.1113915,0.5579859,0.035320587,0.003714568,1.1541638,0.19470458,-0.033589307,17.781677,0.7587873,0.0077847815,47.795635,0.007963342,0.0025960964,0.10719021,0.2269813,0.5259275,0.012876236,0.70342964,0.98190886,0.69656676,-0.022753516,-0.17062806,0.12604886,0.9773754,0.042602587,5.897456,0.110664204,0.31273696,762.6412,283.81253,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
923,4.5216994,2.9067478,9.1944275,153.1133,0.673075,1.1457249,0.89939237,1.9130489,0.34805232,0.39555314,0.013876476,0.16189453,0.12076465,235.15594,5.050338,0.6942898,0.15273447,0.011670152,0.9739126,0.1455562,-0.008324743,17.518805,0.80563855,0.044479538,42.62877,0.0036354268,0.0022974438,0.10335993,0.97665864,0.7758748,0.02844334,0.7788265,1.2432783,0.19465716,-0.018461257,0.16010988,-0.07001604,0.88794714,0.08176282,0.6937939,0.102862716,0.9625632,686.0437,276.64572,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
924,5.1441197,2.7393577,7.903015,58.93107,0.59918994,1.6138868,0.9418814,1.5136184,0.44350094,0.28893146,0.023879502,0.063453816,0.44220284,173.18129,2.0315602,0.5260385,0.15558986,0.0023281889,0.8571043,0.19468477,0.0748441,17.627567,0.88728964,0.056209255,48.681248,0.009650975,0.00065135054,0.109625444,0.12199013,0.5817316,0.013657523,0.15852618,0.91864955,0.34606832,-0.03307674,-0.1157264,-0.050233662,0.33458203,0.016603306,2.158564,0.14632632,0.1594799,634.65027,277.7189,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
925,6.3461623,3.693995,8.449376,124.27461,0.73234636,1.5281796,0.9332129,1.9571497,0.36408436,0.38230348,0.01927667,0.05467821,0.4012989,169.35486,6.5536966,0.26942265,0.07606933,-0.0018369813,0.7697686,0.25846806,0.06963495,17.431421,1.0748343,0.051544964,47.010265,0.0027045533,0.000861926,0.11169515,0.84143096,0.58945465,0.017363558,0.7240192,1.3235252,0.318147,-0.024148623,-0.19047931,0.07625418,0.78388524,0.19013907,3.3821743,0.14338472,0.8562116,516.3081,281.8209,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
926,4.6018853,3.2770283,7.610156,59.693558,0.6478381,1.5194138,0.8970064,1.5741858,0.24270941,0.3199448,0.007542573,0.18466069,0.12556338,247.64151,5.2814274,0.34274068,0.17098501,0.0022955784,1.00276,0.17389177,0.07856529,18.542717,0.8618205,0.07175775,42.992252,0.006946816,0.0011161952,0.101080686,0.29572624,0.30357778,0.018573591,0.7234149,1.0318236,0.05864833,-0.011484302,-0.08075638,-0.012211589,0.6292112,0.013191137,0.10456599,0.14002031,0.60349226,413.72092,281.49643,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
927,4.8992343,3.4560075,7.7218637,61.686337,0.6190521,1.7174742,0.88436294,1.9833095,0.26956108,0.2960459,0.053149544,0.12139935,0.43579572,160.28734,5.251503,0.3730494,0.065346435,0.0071461997,0.8200421,0.31734893,0.09219385,18.702898,1.0103598,0.047931895,43.241455,0.003038047,0.0027047934,0.105870545,0.083466016,0.053240377,0.027000185,0.6691861,1.0602202,0.0793056,-0.017009009,-0.18951118,0.07451359,1.3588822,0.17935057,3.0111735,0.13525571,0.44909558,763.6265,280.4608,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
928,5.897185,3.8560853,7.8433695,73.48762,0.7246835,1.2853081,0.9126988,1.8915619,0.5252794,0.3845374,0.009814086,0.17540602,0.10029073,283.18588,4.883059,0.4825996,0.1330665,0.006815067,0.5461141,0.13596812,0.03603416,18.480375,0.8213231,0.056374416,48.08519,0.0043227286,0.003687697,0.11619209,1.4120188,0.57400215,0.02562024,0.72892624,1.3500203,0.77137214,-0.003891476,-0.13877569,0.13249454,1.1924376,0.016438115,1.9278457,0.15963532,0.19412483,564.45593,279.31577,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
929,5.0129185,2.74526,9.216808,41.01559,0.75344443,2.0718424,0.8890051,2.0902617,0.25108698,0.39495394,0.012160528,0.045782894,0.29675716,148.48114,5.146769,0.56580436,0.08764955,0.0050591105,1.0396876,0.21789034,-0.005940402,17.800117,0.72701526,0.020846095,41.142017,0.0079153385,0.0024621843,0.106004626,0.039938193,0.08353429,0.018454755,0.62749803,1.4672117,0.22308683,-0.02340607,0.043550074,0.030576048,1.5253571,0.081552275,4.1429057,0.12355168,0.20569414,229.50046,278.4767,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
930,5.332137,4.6117954,6.637407,236.22118,0.67745835,1.5150578,0.8828388,1.8040891,0.4101484,0.33043557,0.036870856,0.10597439,0.35811967,264.78934,4.162321,0.39897895,0.13217461,0.005077202,0.95326215,0.27243578,0.020053325,19.235916,0.8725092,0.042228203,40.28289,0.006141844,0.0010591873,0.10001734,0.15324955,0.061317883,0.034250323,0.7449781,1.1677428,0.077646285,0.006261109,-0.19495045,-0.065871105,0.89914626,0.015481735,1.0267464,0.07566843,1.2795285,485.66556,277.0376,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
931,5.666975,4.442333,7.730211,146.41478,0.5452192,1.118721,0.8863573,1.8834076,0.42786476,0.32433057,0.03204905,0.03366114,0.5499917,138.65654,5.1351676,0.20629656,-0.016734043,0.002513319,1.0978664,0.17347603,-0.00054284366,18.204376,0.805081,0.05415584,53.18262,0.0038352658,0.0026439654,0.10898657,0.14379214,0.23835891,0.02155383,0.92442137,1.1084712,0.12024104,0.03379299,0.04905074,-0.035183806,0.7393225,0.058919895,5.3097053,0.089665346,0.070201255,526.297,280.02615,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
932,5.219769,4.1155286,8.609652,110.66733,0.65800506,2.2929182,0.903164,2.2309108,0.55837286,0.27128658,0.037803825,0.036820076,0.06492371,247.72887,7.6800942,0.3201436,0.025757318,0.00074294757,0.62343603,0.21543068,-0.020511704,18.995632,0.79091156,0.048191678,43.753197,0.009636361,0.0015271289,0.11113922,0.4545162,0.20461375,0.018753035,0.34689564,1.001619,0.026637753,-0.06897622,-0.3760424,0.04182206,1.5892874,0.018451724,6.536246,0.10388459,1.1255279,503.14835,273.1259,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
933,5.111355,3.5549889,7.416095,117.06363,0.9824734,0.8613467,0.90937334,1.7154785,0.09739125,0.38272592,0.019040806,0.16512488,0.3100685,123.66007,4.441265,0.40407622,0.10364519,0.0015331066,0.9585545,0.15669653,0.044481557,17.86214,0.93405676,0.059455395,47.59305,0.0066431668,0.0021846746,0.11209957,0.13804114,0.46068528,0.016248595,0.76905024,1.0468012,0.47319567,-0.0029405144,-0.08466398,0.13241746,0.6612703,0.034227762,2.315238,0.15345663,3.0367785,359.43463,278.83786,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
934,4.8107147,3.7253666,9.34048,93.06653,0.91158,1.4169751,0.94980526,1.816699,0.21039589,0.34582013,0.03309311,0.018493962,0.5037248,113.36221,5.766348,0.31489903,0.08868401,0.0025287187,0.6292868,0.1981476,0.0058478992,18.68357,0.9943072,0.03920732,42.36527,0.0070833038,0.004027025,0.10139735,0.26986098,0.31863704,0.02097207,0.6608598,1.2310535,0.09842204,-0.03312529,0.0135386605,-0.14496124,1.0433756,0.044730138,1.3550289,0.075349115,0.6665203,754.8398,279.02432,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
935,5.624309,2.9013236,8.029475,100.19911,0.7711422,1.3307039,0.89779955,1.9415947,0.28865013,0.33268178,0.015561099,0.1464779,0.29842013,183.01703,3.9675999,0.331718,0.05769741,0.0030365034,0.84800756,0.2337263,0.04183711,18.4186,0.8523818,0.018534025,45.91145,0.0040631946,0.00044453228,0.12693492,0.9043373,0.3027121,0.024671625,0.47857764,1.0280724,0.2265822,-0.04177454,0.08110686,-0.023251716,0.6060394,0.010762321,0.8432307,0.14748786,1.8515041,621.629,277.89038,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
936,5.646402,3.1682422,7.8763723,160.2671,0.65876657,1.190755,0.9000788,1.7693312,0.2631225,0.3624033,0.026238248,0.17339501,0.43988037,113.15732,3.954352,0.25868747,0.06364832,-0.0023659982,0.5217403,0.15957926,0.04097717,17.325806,1.0831676,0.03532115,48.83917,0.0046199285,0.0024438305,0.104553334,0.18254983,0.5494304,0.016179446,0.7633773,0.7822869,0.030777797,-0.018539082,0.019797832,0.02666829,0.2929792,0.039393984,2.4983578,0.08927824,0.12089339,597.1366,286.2806,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
937,6.104116,2.731068,9.445123,107.33336,0.6568808,1.2465514,0.91047984,1.6548488,0.47334117,0.31060946,0.023934864,0.0718353,0.402641,176.9589,4.9777412,0.41070247,-0.0068649394,0.0011893675,1.1291527,0.122827426,0.0315587,18.015144,0.74013007,0.056543905,50.37624,0.009656953,0.0034319528,0.09455613,0.39042026,0.2387645,0.025953943,0.50676394,0.7408518,0.0854455,-0.0061164172,-0.023334427,0.12251071,1.025296,0.009117048,2.810122,0.0793361,0.07918907,461.62036,279.00522,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
938,5.012869,4.082147,8.089693,141.92305,0.7059401,1.3181338,0.9142649,1.951243,0.40810823,0.31863257,0.004843975,0.16112272,0.5646585,132.4995,4.2105465,0.26226526,-0.14663485,0.0034155194,0.80368125,0.15338,0.030122403,18.13602,1.0498071,0.05335727,47.334454,0.004129855,0.0029976745,0.10984947,0.9494606,1.2344,0.018551018,0.91786474,1.2576299,0.98719895,-0.0022196413,-0.0046065734,-0.0111044785,1.3838491,0.00951647,1.039732,0.13583349,3.090748,553.425,279.19818,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
939,6.3966885,2.425393,9.086866,102.464195,0.81694907,1.455018,0.90451366,2.408927,0.5003407,0.34322098,0.0445583,0.08267898,0.4592487,103.95908,4.586212,0.3868967,0.15040424,0.005891054,0.7223682,0.16857095,0.08260103,18.096733,0.916582,0.01322972,40.76455,0.0020092793,0.0039499416,0.10676306,0.14678685,0.45891142,0.012454567,0.79615736,1.6096767,0.52982086,0.0038780444,0.11015024,0.22567149,1.0043603,0.05384496,2.9994986,0.09085019,0.6115045,680.33716,276.13782,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
940,6.3023405,3.2331965,7.8247724,113.68576,0.52278423,2.2081552,0.8867003,2.1894903,0.10977152,0.37311953,0.041476913,0.089120254,0.43712425,140.44948,5.845203,0.3028071,-0.124854594,0.00717727,0.93925035,0.18500689,-0.03261593,18.689783,0.70366126,0.0439109,45.169098,0.00867574,0.0014973589,0.10682475,0.12163341,0.18973078,0.021360146,0.55066055,1.1594177,0.2708948,-0.01655955,-0.04017975,0.16829765,1.7170588,0.08058973,2.5521863,0.1459699,0.16590543,366.46646,278.76395,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
941,5.6464667,2.2340443,8.711754,72.39095,0.7323644,0.77763027,0.9377795,1.9505622,0.2736114,0.42301443,0.0050104475,0.091852106,0.3775716,198.9947,7.092833,0.4293329,0.09688244,-0.0002992808,1.2805872,0.10786463,0.09091495,18.170233,1.005616,0.05015254,48.8533,0.006306939,0.004475815,0.1041926,0.27239084,0.39038268,0.021378648,0.34673086,0.9344898,0.46554047,0.02332645,0.03751486,0.04969077,1.3949795,0.014434536,1.8095083,0.16666351,0.5802547,479.68152,281.8812,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
942,5.526989,3.5552237,9.262247,89.30935,0.52322614,1.6011994,0.9185808,1.9313157,0.27518225,0.36134884,0.013246431,0.2118821,0.18623397,141.83263,2.576076,0.32373136,-0.023874337,-0.0004940989,0.9342294,0.20267516,-0.033146225,17.97389,0.9123762,0.039728798,46.978756,0.0054096105,0.00030099106,0.11611715,0.11199697,0.46399853,0.014686679,0.81067896,1.4231691,0.19821008,0.011189031,-0.23403256,0.0033933655,1.1450652,0.012683347,2.7781901,0.0801,1.0058675,735.58746,279.01172,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
943,5.1723933,3.4540858,10.979537,104.630196,0.7354094,1.3821563,0.89941,1.594597,0.24234295,0.32956904,0.037993252,0.07219035,0.14216693,252.66348,4.6004553,0.5190819,0.22281653,0.0053426092,1.0332133,0.16100153,0.016259303,18.833302,0.9823119,0.050536405,47.905785,0.008954544,0.000898055,0.11807774,0.23397644,0.37292537,0.01538582,0.39428708,0.92833555,0.0398485,0.0003623147,0.12912564,-0.02198051,1.2992508,0.0131044835,1.1653035,0.14669979,0.8762076,470.58524,279.86432,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
944,5.3221803,4.5665913,9.872664,201.14288,0.9513494,2.0776968,0.9361222,1.8212267,0.31809503,0.36604798,0.004449978,0.07164125,-0.048541404,285.35764,5.1678815,0.47920284,0.21896352,0.00015364247,0.8830738,0.1757341,0.032014266,18.501135,1.004945,0.0058216946,50.476345,0.0073268446,0.0069071325,0.103441074,1.1223506,1.2326473,0.020790333,0.42062026,0.90664876,0.016583286,0.0071392907,-0.33288032,0.18018255,1.0930527,0.008382446,3.547836,0.17456087,0.50390464,523.76544,278.07162,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
945,5.9477677,1.9243257,6.176053,79.83511,0.69402367,0.9580691,0.8700724,1.9948682,0.68722445,0.251908,0.038848706,0.028511386,0.44073144,160.93694,5.39764,0.3622252,0.094198816,-0.0034164675,1.1666199,0.15173854,-0.02197636,17.716755,0.8818548,0.029819414,45.33887,0.0035128877,0.00025154866,0.109248415,0.12664005,0.07965736,0.016744008,0.7059444,0.74051756,0.09312726,0.024126502,-0.016702238,0.04829302,0.48880947,0.0076233433,1.816161,0.1766159,2.0675552,591.4538,279.6036,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
