year,T,d_T,CO2,d_CO2,Td,Hgla,Hgis,Hais_smb,Hais,Co_1,Co_2,Co_3,Co_4,Co_5,Cd,Cv,Cs1,Cs2,Cs3,a,Cth_1,Cth_2,Cth_3,ERFx,Eco2
1770,0.0013765666,0.0005717564,279.71725,0.072000705,5.1520983e-06,7.5908394,6.867581,-0.00026625025,1.3488512,0.05242715,0.01884412,0.012982012,0.0070016566,0.0053298473,0.23788235,405.73636,76.86994,350.75363,599.8201,0.00016015954,0.0030249958,0.009940652,0.07287982,-0.009425447,0.31243923
1771,0.0006911768,-0.0019065192,279.78806,0.06661408,8.865427e-06,7.9502587,7.203779,-0.0005401015,1.4160708,0.0554952,0.021079242,0.014907902,0.008119778,0.0061964146,0.2857859,405.82956,76.87952,350.76828,599.8201,0.0001598655,0.002856435,0.009882414,0.07272488,-0.032519367,0.3099947
1772,-0.0024364714,0.0010132121,279.8505,0.06883235,-4.370744e-06,8.305675,7.5380497,0.00042525318,1.4826952,0.059793636,0.02351007,0.017012421,0.009346517,0.007148213,0.33704963,405.92413,76.892685,350.78516,599.8201,0.00015319178,0.0025251773,0.009417641,0.069661275,-0.016070126,0.32557476
1773,0.0027176007,0.0010733913,279.92575,0.073935576,1.0362801e-05,8.662715,7.8736525,-0.00065148773,1.5502156,0.05931363,0.02541963,0.018848574,0.0104448395,0.008005307,0.3900752,406.01968,76.89811,350.80374,599.8202,0.0002015536,0.003692505,0.012463881,0.09169098,-0.0065186177,0.3307831
1774,-0.0002896891,-0.0008952061,279.99838,0.07509236,8.738673e-06,9.015847,8.2073765,-0.00053670997,1.6171614,0.06356393,0.027792854,0.021021198,0.011735234,0.009011037,0.44494018,406.118,76.910034,350.82355,599.8202,0.00019881714,0.0034227856,0.012239891,0.090417065,-0.030181125,0.34820697
1775,0.0009271885,-0.00041151734,280.07593,0.0722528,1.3710078e-05,9.36795,8.540886,-0.00090407144,1.6842943,0.06585008,0.030008854,0.023151375,0.013018029,0.010014056,0.5027754,406.2184,76.919716,350.84518,599.8202,0.00019859316,0.0032349736,0.012176983,0.090289034,-0.025199171,0.34577438
1776,-0.0011127236,-0.00083992654,280.14288,0.070196494,7.612894e-06,9.716826,8.8729,-0.00046319907,1.7510266,0.06930974,0.03236943,0.025423924,0.014391411,0.011088996,0.56327444,406.31985,76.93236,350.86862,599.8202,0.00019420843,0.0029452029,0.011849043,0.088264026,-0.034129146,0.3501843
1777,-0.00075266475,-0.00023664838,280.2163,0.07256752,3.497647e-06,10.0641165,9.204368,-0.0001649857,1.8177917,0.07162876,0.034634374,0.027690742,0.015777394,0.012176784,0.62643003,406.4226,76.9435,350.89398,599.82025,0.00019060518,0.0026918382,0.011572231,0.0865959,-0.029822,0.35906783
1778,-0.0015860205,1.8288865e-05,280.288,0.073056094,-5.1061306e-06,10.409021,9.534819,0.0004634117,1.8843739,0.07442085,0.036952317,0.030041907,0.017223915,0.013313895,0.6919716,406.52655,76.95556,350.92105,599.82025,0.00018533961,0.0024071962,0.011190531,0.08417035,-0.030767886,0.36659235
1779,-0.0007160871,0.00040037459,280.36243,0.06759721,-8.954544e-06,10.752705,9.864925,0.00074713264,1.9510814,0.07622946,0.039159164,0.032374695,0.01867677,0.014459265,0.7596632,406.63153,76.96619,350.94968,599.82025,0.0001819055,0.0021869435,0.010927118,0.082580514,-0.027258677,0.35784802
1780,-0.0007852712,0.00035349425,280.4232,0.06880534,-1.3156607e-05,11.094539,10.19432,0.0010582651,2.017744,0.07761841,0.041278042,0.034699723,0.020141449,0.0156170875,0.82890147,406.73544,76.977394,350.97958,599.8203,0.00017836684,0.0019755699,0.010658087,0.080943465,-0.028926093,0.3622338
1781,-9.09838e-06,0.0012530871,280.50006,0.07470346,-1.31346405e-05,11.435103,10.523335,0.0010618699,2.084515,0.07940493,0.04339579,0.037068408,0.021645257,0.016808148,0.8996831,406.84085,76.98791,351.01074,599.8204,0.00017644979,0.0018190574,0.010493515,0.08004622,-0.0214055,0.37893188
1782,0.0017209026,0.0001579689,280.57263,0.074853554,-3.7486066e-06,11.77505,10.852348,0.00038003086,2.1515672,0.08030111,0.045369104,0.039389685,0.023139916,0.017995838,0.97177815,406.94653,76.99722,351.04282,599.8204,0.00019662941,0.002265502,0.011738522,0.0892238,-0.028255427,0.38004845
1783,0.0003068392,-0.0009857861,280.64975,0.07601304,-2.0674502e-06,12.112259,11.180121,0.00025845805,2.2183304,0.08352138,0.047570698,0.041893527,0.024747623,0.01927303,1.0458409,407.05417,77.00969,351.07593,599.82043,0.00019516273,0.0021057122,0.011598373,0.08852953,-0.041983496,0.39196315
1784,-0.0002506691,-0.0005396574,280.72467,0.07061403,-3.4130865e-06,12.447322,11.506995,0.00035777572,2.28496,0.08628313,0.04976083,0.044434633,0.02639215,0.020582043,1.1226519,407.16293,77.022415,351.11053,599.8205,0.00019257369,0.0019242032,0.011387221,0.08732373,-0.040863443,0.38573396
1785,-0.0007724755,0.000108952525,280.791,0.06901526,-7.575884e-06,12.780275,11.832986,0.00066383835,2.3514624,0.0883185,0.051879257,0.04697403,0.02805295,0.021907343,1.2016971,407.27127,77.03525,351.14664,599.82056,0.00018894752,0.0017244192,0.011110781,0.08564542,-0.037842356,0.38504824
1786,-3.2764256e-05,0.0005228432,280.86267,0.07500455,-7.712224e-06,13.111981,12.158589,0.0006768199,2.418067,0.08969035,0.05389678,0.049490623,0.029718718,0.02324038,1.2823743,407.3797,77.04675,351.184,599.8206,0.00018686953,0.0015769084,0.010934149,0.08467346,-0.034286067,0.39922374
1787,0.00027321113,-9.414349e-05,280.941,0.074692845,-6.191636e-06,13.442153,12.483638,0.00056857086,2.484695,0.091682844,0.055947304,0.052065235,0.031432327,0.024613759,1.364677,407.4895,77.058365,351.22226,599.8207,0.00018543802,0.0014546304,0.010799439,0.08399653,-0.04020702,0.40317392
1788,-0.00022105128,-7.922232e-05,281.01205,0.07125756,-7.354633e-06,13.770261,12.8078165,0.0006561536,2.5512004,0.09381306,0.058002118,0.054680064,0.033184644,0.026020644,1.4489279,407.5995,77.07096,351.2616,599.82074,0.00018301299,0.0013121031,0.010601916,0.0828668,-0.042425852,0.39995688
1789,0.00011476634,0.0005123891,281.0835,0.06879772,-6.693614e-06,14.096872,13.131454,0.000610682,2.617735,0.09538392,0.0599789,0.057282742,0.034947984,0.027440088,1.5349364,407.7095,77.08302,351.302,599.8208,0.0001812992,0.0011962878,0.010450527,0.082061686,-0.03822725,0.396679
1790,0.0008037267,-0.00042292266,281.14963,0.071077414,-2.3069535e-06,14.4222355,13.454692,0.00029223732,2.6843626,0.09626929,0.061834045,0.05984301,0.036706086,0.028859755,1.6221596,407.8185,77.0945,351.34323,599.8209,0.00018100966,0.0011249601,0.010390548,0.081906155,-0.045754954,0.40153754
1791,-0.00073107873,-0.0002730016,281.22565,0.07572183,-6.251665e-06,14.744857,13.776654,0.00058189814,2.7506778,0.09922595,0.063891605,0.062560976,0.03856526,0.03036045,1.7112262,407.92896,77.10826,351.38547,599.821,0.00017759098,0.000973188,0.010131297,0.080324,-0.049073223,0.41926014
1792,0.00025772356,-7.932812e-05,281.3011,0.073863946,-4.8228144e-06,15.066453,14.098336,0.00047978543,2.8171413,0.100660324,0.06579418,0.065216646,0.04040929,0.031854063,1.8023359,408.0398,77.12011,351.42874,599.8211,0.00017622673,0.0008847777,0.010004063,0.079678975,-0.04688876,0.41608435
1793,-0.00088973524,0.0008237393,281.37338,0.07061165,-9.612687e-06,15.385589,14.4189,0.00083230756,2.8833628,0.10310735,0.06779111,0.067962185,0.042318806,0.033401854,1.8952953,408.15112,77.13371,351.4729,599.82117,0.0001725352,0.0007384103,0.00972895,0.07797307,-0.043160394,0.41464266
1794,0.0019052023,-0.00024467285,281.44232,0.066071466,7.5186426e-07,15.704931,14.739897,7.744709e-05,2.950063,0.10274236,0.06944103,0.0705217,0.04414732,0.034892622,1.9892807,408.26117,77.14356,351.5177,599.8213,0.00019787591,0.001381153,0.011306077,0.08950433,-0.047551654,0.40000862
1795,-0.0013790806,0.00027008282,281.50555,0.070711836,-6.716922e-06,16.02039,15.058935,0.0006238528,3.0161295,0.1058078,0.071409695,0.07330427,0.046111543,0.036490917,2.084626,408.3709,77.158806,351.56323,599.8214,0.0001929552,0.0011753492,0.010947421,0.08723518,-0.05119004,0.4186658
1796,0.002445368,0.0006613232,281.58374,0.078126386,6.555776e-06,16.336765,15.378816,-0.00034502684,3.0828645,0.1054238,0.07298637,0.07587072,0.047978863,0.03802023,2.1812449,408.4807,77.16805,351.60947,599.82153,0.00022922743,0.0020890567,0.013216721,0.10374782,-0.04167103,0.42898437
1797,-5.643433e-05,-0.0015728276,281.66177,0.07243874,6.2148215e-06,16.649797,15.697048,-0.00032266698,3.1491082,0.10889824,0.074940555,0.07869427,0.04999997,0.03967091,2.279394,408.59247,77.18231,351.65613,599.82166,0.00022667237,0.0019093406,0.013001306,0.10255316,-0.06658066,0.42796272
1798,-0.00070028694,-0.0004098439,281.72864,0.071348965,2.390654e-06,16.960756,16.014366,-4.5206205e-05,3.2152014,0.11087037,0.076778546,0.08147412,0.052016262,0.04132274,2.3800364,408.70352,77.19629,351.7039,599.8218,0.00022283064,0.0017045389,0.0127047105,0.10077221,-0.059588935,0.42703727
1799,-0.0008761219,0.00039159408,281.8045,0.07067618,-2.3645778e-06,17.269964,16.330957,0.00030192218,3.2812302,0.1128316,0.07861372,0.084277995,0.054063488,0.043002896,2.482535,408.81534,77.20968,351.75256,599.8219,0.00021867077,0.0015020468,0.01238901,0.09884672,-0.05478272,0.42874694
1800,8.29013e-05,0.0012324462,281.86996,0.07014519,-1.9030488e-06,17.578196,16.647268,0.00026907583,3.3474028,0.11330637,0.08025513,0.08698512,0.056077383,0.0446626,2.5862224,408.92572,77.22162,351.80185,599.8221,0.00021651232,0.0013641731,0.012202169,0.09783428,-0.047151294,0.42558604
1801,0.0015887702,0.00041383476,281.94476,0.078280285,6.7069814e-06,17.885822,16.963512,-0.00036041104,3.41382,0.11381515,0.08182565,0.08966704,0.058095366,0.04633021,2.6904829,409.03625,77.23243,351.85132,599.8222,0.00022809661,0.001603467,0.012892328,0.10308789,-0.05222118,0.4429353
1802,0.00091057096,-0.00095801795,282.02652,0.07693133,1.1599435e-05,18.191378,17.278835,-0.0007211885,3.4800797,0.116309986,0.08358369,0.09248416,0.06020269,0.048070557,2.7962103,409.14868,77.24534,351.90103,599.8224,0.00022752714,0.0015029744,0.012804796,0.10279869,-0.06640746,0.4470926
1803,-0.00032726585,-9.8215816e-05,282.09863,0.0673577,9.765218e-06,18.494501,17.593016,-0.00059152243,3.5460792,0.11880812,0.08537581,0.09534475,0.06235135,0.049847346,2.9042463,409.26135,77.25967,351.95154,599.8226,0.00022443735,0.0013399828,0.012556924,0.1013605,-0.06321466,0.43116337
1804,0.0007141393,0.000109003144,282.16125,0.06664171,1.3577869e-05,18.796732,17.906954,-0.0008744717,3.6122382,0.11906902,0.08691078,0.098065995,0.06444415,0.051586796,3.0135982,409.37204,77.27191,352.0027,599.82275,0.000223506,0.0012437436,0.012447652,0.10090682,-0.06056936,0.4260662
1805,-0.00010925968,-0.00056666386,282.23193,0.072440244,1.2912972e-05,19.096825,18.219917,-0.0008311819,3.678213,0.12082388,0.0885577,0.10087282,0.06659996,0.05337914,3.123983,409.48282,77.28547,352.05432,599.82294,0.00022090386,0.0011076416,0.012232291,0.09969151,-0.06911879,0.44227582
1806,-0.00041918815,-1.5374497e-05,282.30612,0.07316153,1.05740855e-05,19.395136,18.532108,-0.0006650953,3.7440982,0.122657895,0.090212844,0.103702724,0.06878601,0.055199612,3.2360659,409.5941,77.298935,352.1066,599.8231,0.00021769723,0.00096249336,0.011979243,0.09820094,-0.06660836,0.44668856
1807,-0.00014000869,0.00044255095,282.37823,0.07434378,9.759008e-06,19.692068,18.84376,-0.00060962245,3.8100028,0.123934284,0.09179805,0.10650641,0.07097611,0.05702838,3.3496323,409.70526,77.311745,352.15936,599.8233,0.00021509433,0.00084130355,0.011765692,0.096986055,-0.063628085,0.4501482
1808,0.00046591365,0.00027675182,282.4548,0.0754337,1.2228092e-05,19.98785,19.155005,-0.0007942221,3.875987,0.12518159,0.09335384,0.10930713,0.07318244,0.05887471,3.4644325,409.81705,77.32399,352.2124,599.8235,0.00021375576,0.0007605846,0.011633602,0.09634796,-0.065192245,0.45416144
1809,0.00041349477,-7.230191e-05,282.5291,0.07437279,1.4400076e-05,20.282045,19.46558,-0.00095805293,3.941929,0.12672332,0.09492214,0.112130225,0.07541842,0.060748838,3.5805838,409.92914,77.33682,352.2657,599.8237,0.00021232446,0.0006816562,0.011496124,0.09566777,-0.06955835,0.45453984
1810,0.0003213097,-0.00022184846,282.60358,0.07249155,1.6061324e-05,20.574636,19.775476,-0.0010853591,4.0078216,0.128329,0.09648936,0.1149672,0.07767963,0.06264748,3.6982386,410.04153,77.349915,352.31937,599.8239,0.00021072014,0.0006022606,0.011348161,0.09490889,-0.072368845,0.4530207
1811,-3.0202062e-05,-0.000423417,282.6741,0.06639963,1.5810907e-05,20.865456,20.08459,-0.0010733927,4.073617,0.12984596,0.09803952,0.117807716,0.079960585,0.06456653,3.817384,410.15366,77.3634,352.37347,599.82416,0.00020841544,0.00050822465,0.01115613,0.093830906,-0.07605907,0.4419362
1812,-0.0005255242,-8.0534664e-05,282.7364,0.07179547,1.2880758e-05,21.154417,20.392868,-0.00086517475,4.139288,0.13089766,0.09951996,0.1206179,0.08224322,0.06649229,3.937775,410.26422,77.37713,352.4281,599.8244,0.0002051246,0.0003926311,0.010901987,0.09230362,-0.07541279,0.45330253
1813,-0.00019127125,0.0011981002,282.8177,0.07696444,1.1775719e-05,21.442087,20.700636,-0.0007893911,4.204989,0.1325372,0.10104426,0.123467095,0.08456421,0.06845266,4.059475,410.37622,77.39002,352.4831,599.82465,0.00020255092,0.0003024836,0.010694579,0.09110375,-0.065747954,0.46745136
1814,0.0018706761,0.00033666193,282.89032,0.07088389,2.1837615e-05,21.72963,21.008577,-0.001530572,4.27104,0.1325005,0.10235114,0.12619175,0.08683661,0.07038163,4.181985,410.48764,77.40076,352.5381,599.8249,0.00022307612,0.0008387899,0.011960819,0.10043571,-0.06999328,0.45155498
1815,0.00048205283,-0.00066126196,282.95944,0.068910286,2.4328678e-05,22.014732,21.315332,-0.0017215661,4.3368006,0.1343988,0.10382404,0.1290271,0.08918488,0.07237369,4.305455,410.5989,77.414566,352.59308,599.82513,0.00022168556,0.0007568049,0.011824639,0.09977293,-0.0823115,0.4522109
1816,0.00054815254,-5.660212e-05,283.0281,0.072587855,2.7164042e-05,22.298384,21.621475,-0.0019387497,4.402541,0.13553359,0.105215475,0.13182172,0.09152902,0.074368216,4.4303617,410.70956,77.42778,352.64853,599.82544,0.00022044472,0.000683204,0.011698545,0.0991786,-0.07849545,0.46015212
1817,0.00036884847,-0.0009841362,283.10458,0.0728857,2.901352e-05,22.580427,21.926914,-0.0020848913,4.468216,0.13721459,0.106655724,0.13465524,0.09391113,0.0763972,4.556626,410.82104,77.44108,352.70428,599.8257,0.00021885104,0.0006040122,0.011550455,0.09842356,-0.087909535,0.46387216
1818,-0.00142012,0.00050846627,283.1739,0.071685344,2.1169619e-05,22.859795,22.231014,-0.0015222253,4.5335255,0.13959342,0.108192734,0.13755909,0.09634819,0.078473635,4.684788,410.93253,77.45622,352.7606,599.826,0.00021362354,0.00043119222,0.011171267,0.09601198,-0.08057709,0.46579567
1819,0.0013857811,0.0005692084,283.248,0.07282373,2.8556016e-05,23.139574,22.535587,-0.0020712859,4.599325,0.13917136,0.10940882,0.14027272,0.09870175,0.08049241,4.8138976,411.04343,77.46689,352.81714,599.8263,0.00022047204,0.0005925968,0.011563558,0.09910691,-0.07575588,0.46303195
1820,-0.00028170366,-0.00017460121,283.31952,0.07291114,2.6876636e-05,23.41677,22.838871,-0.001959672,4.664782,0.14129499,0.1108533,0.143133,0.10115,0.08258878,4.943903,411.15472,77.48101,352.87366,599.82654,0.00021755017,0.00048245775,0.011331322,0.097746335,-0.08659348,0.4692656
1821,0.0010365791,0.00054142176,283.3938,0.067913115,3.2341977e-05,23.693394,23.142044,-0.0023703752,4.730452,0.14188921,0.11213214,0.14589798,0.10356493,0.08466566,5.075196,411.26596,77.49299,352.93036,599.8269,0.00021735004,0.00045144494,0.0112735415,0.097627066,-0.07941918,0.4571665
1822,0.00080114,0.00062307785,283.45535,0.07167108,3.650334e-05,23.968407,23.444494,-0.0026877949,4.796046,0.14251442,0.11336918,0.14864095,0.10598488,0.086752124,5.207143,411.37546,77.50592,352.9871,599.8272,0.00021667151,0.00040919936,0.01118549,0.097289726,-0.08037976,0.46475968
1823,0.002282735,-0.00031225404,283.5372,0.075148575,4.8661794e-05,24.24297,23.7469,-0.0035922376,4.8618836,0.14329764,0.11458523,0.15137368,0.108415954,0.088852815,5.3398247,411.48624,77.51724,353.04376,599.8275,0.00024572638,0.0011693831,0.012993648,0.11050887,-0.0865841,0.47308213
1824,0.00017663174,-0.00010243303,283.60562,0.07432149,4.9354472e-05,24.514683,24.04785,-0.003662221,4.9272957,0.14571068,0.11598076,0.15422183,0.11092496,0.09101855,5.474033,411.59705,77.53205,353.1006,599.8278,0.00024347132,0.0010465696,0.012798244,0.109449044,-0.090424456,0.4770231
1825,0.0020778687,0.00087950384,283.68582,0.072828054,6.0334456e-05,24.786242,24.34892,-0.0044854935,4.9930305,0.14631394,0.11719412,0.15696254,0.11339387,0.093159795,5.60965,411.7086,77.54362,353.15768,599.8282,0.00026384147,0.0015391703,0.014046235,0.11870506,-0.079993166,0.4722968
1826,0.0019356392,-0.0009767998,283.75128,0.06552927,7.048515e-05,25.056278,24.649311,-0.0052524135,5.0587063,0.14711188,0.11839145,0.15969528,0.115874924,0.09531615,5.7459984,411.819,77.55635,353.21463,599.82855,0.0002779468,0.0018370049,0.014889807,0.12510209,-0.09675997,0.4572276
1827,0.00012426912,-0.00083526404,283.81686,0.07160264,7.077627e-05,25.32369,24.948368,-0.00530165,5.12401,0.14910564,0.11971422,0.16250864,0.11841522,0.097523466,5.883691,411.9289,77.57128,353.27197,599.82886,0.00027524185,0.0016666297,0.014658185,0.123832956,-0.100506656,0.4739951
1828,0.00026511122,0.00031358885,283.8945,0.07363554,7.1828166e-05,25.589794,25.246857,-0.00540669,5.189308,0.15066674,0.1210131,0.16531204,0.12096698,0.09974556,6.0230403,412.0397,77.5848,353.3298,599.8292,0.0002728531,0.0015138116,0.014447643,0.12270836,-0.09222981,0.4800613
1829,0.0007514471,-2.9486328e-05,283.9641,0.07058596,7.5506825e-05,25.854828,25.544918,-0.005704421,5.2546654,0.15137954,0.122210994,0.16805616,0.12350381,0.10196239,6.1634874,412.14993,77.59748,353.3878,599.82965,0.00027148248,0.0013965119,0.014302852,0.12204828,-0.09535718,0.47287363
1830,0.00020613843,-0.000100851925,284.03568,0.07295459,7.621391e-05,26.118105,25.842146,-0.005786095,5.319887,0.15281114,0.12346781,0.17083885,0.1260774,0.10421321,6.304993,412.26028,77.611015,353.44586,599.83,0.00026901357,0.0012558794,0.01408861,0.120887645,-0.09838616,0.480459
1831,0.00054974295,-0.0011848243,284.11005,0.074665785,7.877704e-05,26.38023,26.138891,-0.006003909,5.3851414,0.1539006,0.124684185,0.17359912,0.12865545,0.106473565,6.4477077,412.37088,77.62386,353.5041,599.8304,0.00026727212,0.0011422959,0.013921602,0.12005901,-0.10797741,0.48495013
1832,-0.0021635096,-0.00034070195,284.18503,0.07302281,6.663994e-05,26.639172,26.433954,-0.005146704,5.4498534,0.15707028,0.12615582,0.17652208,0.1313364,0.1088183,6.592415,412.48276,77.63994,353.56277,599.8308,0.00026001222,0.00088619353,0.013403417,0.11671461,-0.107950486,0.4894368
1833,-0.0001316606,0.0011969705,284.25607,0.07004739,6.556658e-05,26.89811,26.729202,-0.005094539,5.514916,0.15693933,0.1272915,0.17924237,0.13392663,0.11110046,6.738523,412.59366,77.65184,353.62183,599.8312,0.0002569757,0.0007573787,0.013156561,0.11529673,-0.09250326,0.47797945
1834,0.00023043079,7.2492716e-05,284.3251,0.0695446,6.645895e-05,27.155931,27.023981,-0.005185838,5.5800138,0.15737519,0.12842181,0.1819588,0.13653062,0.11339926,6.884891,412.70392,77.66415,353.68066,599.8316,0.0002547108,0.00065617537,0.012959881,0.114231035,-0.102287464,0.4770399
1835,1.33245585e-05,0.000639145,284.3952,0.070837736,6.617135e-05,27.412254,27.318062,-0.0051911175,5.6450386,0.15839474,0.12958188,0.18469323,0.13915998,0.11572356,7.0320144,412.8139,77.6772,353.73944,599.83203,0.00025202672,0.0005490606,0.0127372565,0.11297454,-0.0993776,0.4812863
1836,0.0015087209,0.00028866745,284.46683,0.07415639,7.397961e-05,27.66823,27.612122,-0.005788888,5.7103133,0.15842387,0.13060011,0.18733846,0.14175758,0.11802999,7.1796956,412.9234,77.68857,353.79803,599.83246,0.00025692515,0.00065172295,0.012998982,0.1151755,-0.10055089,0.48610097
