year,T,d_T,CO2,d_CO2,Td,Hgla,Hgis,Hais_smb,Hais,Co_1,Co_2,Co_3,Co_4,Co_5,Cd,Cv,Cs1,Cs2,Cs3,a,Cth_1,Cth_2,Cth_3,ERFx,Eco2
1837,0.00059065915,-0.0018500938,284.5435,0.073163874,7.6776305e-05,27.92225,27.905207,-0.006022913,5.7753816,0.16032763,0.13179843,0.19009322,0.14442873,0.12039853,7.32835,413.03397,77.70207,353.8565,599.8329,0.0002553958,0.0005759329,0.012849825,0.11444522,-0.12141506,0.48919025
1838,-0.0021914665,-0.00069392356,284.61313,0.069137104,6.4498716e-05,28.173086,28.196592,-0.0051546316,5.8398933,0.16330144,0.13316955,0.19295801,0.14717436,0.12283007,7.4792476,413.14493,77.71843,353.91556,599.8334,0.00024820524,0.00035174948,0.0123403175,0.11113404,-0.118863426,0.4869125
1839,-0.000797188,0.0011805834,284.68176,0.069854155,5.9834558e-05,28.423534,28.487919,-0.0048387777,5.904636,0.1634024,0.13425492,0.19564885,0.14984386,0.12521027,7.631561,413.25482,77.73107,353.9751,599.8338,0.00024393653,0.0002181323,0.012019121,0.10915595,-0.10189744,0.48404077
1840,0.00016970003,9.851202e-05,284.7528,0.074293956,6.042924e-05,28.673313,28.779022,-0.0049060145,5.969529,0.16355287,0.13528459,0.19830258,0.15250888,0.12759346,7.7840996,413.3643,77.74291,354.03442,599.8343,0.00024168644,0.00014596146,0.011827906,0.10809878,-0.11013752,0.49248698
1841,-0.00060016394,-0.00045573883,284.83038,0.078328215,5.6853565e-05,28.921268,29.069218,-0.0046682237,6.0342445,0.16536777,0.13647348,0.20105304,0.15524049,0.1300336,7.937624,413.4749,77.756424,354.09366,599.8347,0.000237889,3.595772e-05,0.011538792,0.10633644,-0.11769413,0.5058703
1842,-0.00074177765,-4.7441677e-05,284.90945,0.07608405,5.253072e-05,29.16783,29.358755,-0.004374324,6.098901,0.16705741,0.13767624,0.2038131,0.15799284,0.13249603,8.09278,413.58667,77.769875,354.153,599.8352,0.00023384305,-7.489816e-05,0.011234984,0.10446129,-0.11609174,0.5039002
1843,-0.0006950472,0.0003210677,284.9825,0.07440416,4.8484213e-05,29.413128,29.64771,-0.0040989392,6.1635337,0.16817275,0.13882679,0.20654158,0.16074398,0.13496412,8.24926,413.69836,77.78314,354.2125,599.8357,0.0002299355,-0.00017614292,0.010941205,0.10264978,-0.11432104,0.5010794
1844,-9.964233e-05,0.0013361602,285.05832,0.07298738,4.7682428e-05,29.657536,29.9363,-0.0040594595,6.2282476,0.16899088,0.13993114,0.20924078,0.16349491,0.13743861,8.40669,413.8103,77.79573,354.27197,599.8362,0.00022728468,-0.0002381706,0.010728721,0.10141177,-0.106175385,0.49850014
1845,0.0019772733,0.0013845689,285.1285,0.0705235,5.812696e-05,29.902042,30.225105,-0.0048428755,6.2933226,0.16839063,0.14083026,0.21180923,0.16619128,0.13987818,8.564309,413.92108,77.80641,354.3311,599.83673,0.00024724455,0.00031164382,0.011958778,0.110483035,-0.102861166,0.4892132
1846,0.002669495,-0.0017319655,285.1993,0.07047343,7.226183e-05,30.145725,30.513584,-0.0059005567,6.3584967,0.16864347,0.14174876,0.21438266,0.16890447,0.142337,8.721894,414.03134,77.81793,354.38965,599.8372,0.0002820301,0.0012312302,0.01412926,0.12631117,-0.12837797,0.48928836
1847,-0.001486658,-0.0013888614,285.26944,0.07200992,6.3823674e-05,30.385368,30.79983,-0.0053115273,6.422849,0.17235184,0.14307068,0.21720362,0.17176375,0.14491332,8.881347,414.1425,77.83515,354.4486,599.83777,0.0002759941,0.0010033535,0.013688281,0.12352299,-0.1353122,0.5029666
1848,-0.00010822773,0.00082582247,285.34338,0.06841035,6.289239e-05,30.62467,31.086023,-0.0052686464,6.487431,0.17288308,0.14411288,0.2198531,0.17454743,0.147439,9.042708,414.2534,77.84814,354.50824,599.83826,0.00027283537,0.00086502684,0.013432501,0.12204743,-0.11568327,0.4917754
1849,0.00016498714,-0.04571714,285.40628,0.06821193,6.344501e-05,30.862898,31.37173,-0.005334016,6.552033,0.17299713,0.14506653,0.22244377,0.17731437,0.1499586,9.204454,414.36255,77.860886,354.5678,599.8388,0.00027026804,0.00074996473,0.01321544,0.12084191,-0.49861157,0.4894105
1850,-0.09154251,0.032584406,285.4798,0.0989516,-0.00043240166,31.03854,31.620779,0.030936055,6.599157,0.23693515,0.15421066,0.23018801,0.18284236,0.15458374,9.394906,414.4993,77.977196,354.64075,599.83936,8.135123e-05,-0.004378684,0.0011175822,0.034674603,-0.04300188,0.75857574
1851,0.0653338,0.085172676,285.60416,0.13055874,-7.6420976e-05,31.317701,31.931,0.0050501414,6.676124,0.13976756,0.14564918,0.22700329,0.18259497,0.15483147,9.569135,414.59497,77.85029,354.71063,599.8399,0.0017219792,0.03999293,0.10572064,0.78267694,0.70569605,0.44066352
1852,0.07880284,-0.0051503647,285.74088,0.13209662,0.00035053838,31.604252,32.245876,-0.026172342,6.7556195,0.122539826,0.14236064,0.22686687,0.18394652,0.15629438,9.694817,414.69864,77.800735,354.75003,599.8405,0.0034885511,0.08533717,0.21792766,1.587881,-0.011761473,0.4955254
1853,0.055033073,-0.01926392,285.86838,0.11576247,0.0006465252,31.873638,32.550747,-0.047977004,6.8305426,0.14349025,0.14321873,0.22921759,0.18661857,0.15876439,9.822529,414.81897,77.81891,354.78174,599.84106,0.0044203484,0.1057988,0.27645978,2.0122533,-0.17872246,0.55367255
1854,0.040275004,-0.0063702953,285.97244,0.092672594,0.00086102705,32.131866,32.849182,-0.06393437,6.90261,0.16142823,0.14483926,0.2320413,0.18955474,0.16144153,9.967045,414.94775,77.85043,354.8184,599.8417,0.004856164,0.11183896,0.30313638,2.2103715,-0.10498082,0.54193807
1855,0.04229248,-0.027483033,286.0537,0.097877525,0.0010852881,32.390064,33.147793,-0.08069108,6.9750257,0.16494475,0.14552733,0.23429269,0.19220126,0.16390543,10.120724,415.07532,77.86806,354.85992,599.8422,0.0052857255,0.11738247,0.3293062,2.4055803,-0.27601504,0.5426909
1856,-0.01469106,-0.10169949,286.16818,0.12888208,0.0009998935,32.609165,33.423374,-0.07487033,7.0365043,0.20884883,0.1515922,0.2399203,0.19665882,0.1677524,10.29557,415.2248,77.94782,354.912,599.84283,0.005199501,0.10885561,0.32250598,2.3655813,-1.0036912,0.7451395
1857,-0.16110651,-0.008167188,286.3115,0.14886636,0.00012244051,32.728622,33.640774,-0.011038301,7.0699434,0.31978294,0.16846056,0.25249305,0.20485318,0.17445059,10.538631,415.42517,78.151245,354.9994,599.84344,0.00481783,0.09306387,0.29694813,2.1909192,-0.5352662,1.0969394
1858,-0.031025434,0.12080593,286.4659,0.15964788,-4.615737e-05,32.93508,33.908916,0.0012542906,7.128284,0.24631982,0.16683787,0.25386027,0.20715821,0.17669101,10.796144,415.59036,78.088455,355.10477,599.84406,0.0047033182,0.08508459,0.288478,2.1380875,0.786282,0.7587747
1859,0.080505356,-0.00902084,286.63074,0.17140073,0.00038985358,33.2142,34.220352,-0.030642748,7.2079496,0.16167438,0.15964319,0.25163844,0.20755608,0.17748728,10.985246,415.7313,77.95463,355.17645,599.84467,0.0061212196,0.11859598,0.37770942,2.7839239,-0.056563143,0.59103346
1860,-0.049067117,-0.09296028,286.80872,0.18552315,0.00012215183,33.406086,34.480194,-0.0112018585,7.2627444,0.24700992,0.16999064,0.26022977,0.21369798,0.18265134,11.176972,415.9246,78.067566,355.2377,599.8453,0.0059561483,0.10794539,0.3657057,2.7078767,-1.0128727,0.99769676
1861,-0.105415195,-0.08356326,287.0018,0.175012,-0.00044910298,33.559177,34.71733,0.03056471,7.3067193,0.3042552,0.18097244,0.26947555,0.22024387,0.18813695,11.430461,416.1453,78.18389,355.32758,599.84595,0.005678657,0.09491688,0.34660447,2.5806077,-1.0534091,1.0739152
1862,-0.21619365,0.047396477,287.15875,0.1601758,-0.0016168896,33.63598,34.910316,0.11622282,7.32947,0.3892929,0.19815083,0.28289604,0.22907498,0.19537526,11.74651,416.40085,78.36527,355.45312,599.8466,0.005181489,0.07679267,0.3136119,2.3532393,-0.2049634,1.252055
1863,-0.010622245,0.07007059,287.32214,0.15936096,-0.001665634,33.851257,35.18384,0.12043146,7.391645,0.2574628,0.19112799,0.2815144,0.23010555,0.19670445,12.040111,416.594,78.21329,355.57965,599.8473,0.0051046684,0.07065972,0.30747184,2.317542,0.39681864,0.72920865
1864,-0.07605247,0.02519677,287.47748,0.15880585,-0.0020682767,34.02177,35.43107,0.15056422,7.441248,0.28573617,0.19764861,0.28842464,0.23554237,0.20138608,12.291332,416.8111,78.252266,355.6797,599.84796,0.0048956615,0.06136258,0.29295105,2.2215998,-0.107464105,0.9635604
1865,0.039771296,0.070088424,287.63977,0.15986943,-0.0018418066,34.26835,35.723324,0.13480644,7.5130453,0.21240732,0.19225845,0.28797036,0.23709713,0.20312947,12.521951,416.9965,78.15067,355.76642,599.8487,0.005256259,0.06776751,0.31476554,2.385363,0.49387997,0.7058379
1866,0.06412438,0.022793723,287.79718,0.15962452,-0.0014847433,34.529655,36.02455,0.1093997,7.589481,0.19041546,0.18962042,0.2890533,0.23946345,0.2054937,12.712038,417.18008,78.10332,355.82584,599.8494,0.006186026,0.08911145,0.3727733,2.8085754,0.15173212,0.7173982
1867,0.08535875,-0.00084912794,287.95905,0.15294795,-0.001014675,34.803513,36.333508,0.0755797,7.6699595,0.17979833,0.18735163,0.29024974,0.24189271,0.20791149,12.88813,417.36368,78.076935,355.87076,599.85016,0.0075322357,0.12046726,0.45708808,3.4215271,-0.0026677612,0.69704187
1868,0.06242612,-0.006889053,288.1031,0.12669437,-0.00067128136,35.06088,36.632797,0.05084584,7.7459874,0.20086184,0.18870796,0.29362217,0.2454849,0.21121916,13.069151,417.55768,78.107254,355.91278,599.8509,0.008119802,0.12975672,0.49270144,3.6884174,-0.10193494,0.72236407
1869,0.07158064,-0.019487418,288.21243,0.1132052,-0.00028019462,35.32289,36.93507,0.022484863,7.8237405,0.20117442,0.1885095,0.2960105,0.24857065,0.21415037,13.259178,417.74576,78.12061,355.95862,599.8516,0.008862208,0.1426886,0.5380374,4.025822,-0.18916221,0.6689868
1870,0.023451282,-0.043554783,288.3295,0.12534583,-0.00015174037,35.551857,37.217785,0.013193227,7.892175,0.23844798,0.19311799,0.30137953,0.25325656,0.21830538,13.466063,417.94696,78.19305,356.01318,599.85236,0.008815788,0.13380931,0.5329252,4.0034957,-0.48710665,0.81053215
1871,-0.015528923,-0.002746379,288.4631,0.14760607,-0.00023497432,35.753845,37.484592,0.019345945,7.953054,0.27408496,0.19937156,0.3078729,0.25857377,0.2229514,13.704713,418.15976,78.276115,356.0864,599.85315,0.00869028,0.12335803,0.5228156,3.9451313,-0.23361705,0.9281869
1872,0.017958527,0.021915838,288.62473,0.17604053,-0.00013649615,35.97692,37.764008,0.012230594,8.020368,0.2594331,0.20078571,0.31145182,0.2623775,0.22645946,13.952053,418.36566,78.28178,356.16864,599.8539,0.008634459,0.11527005,0.5171682,3.918544,0.034084447,0.8993339
1873,0.02830275,-0.014571524,288.8152,0.18867607,1.7440412e-05,36.205647,38.046913,0.0010167572,8.089645,0.255894,0.20270465,0.31534633,0.26636925,0.23011957,14.191898,418.57697,78.287636,356.24738,599.8547,0.008600388,0.108180314,0.5129238,3.901877,-0.24820928,0.9308629
1874,-0.011184524,-0.029313393,289.00208,0.20940529,-4.3193817e-05,36.407085,38.313705,0.0054481793,8.151252,0.28853306,0.2089759,0.32199353,0.27185008,0.23492122,14.445089,418.80746,78.35045,356.3303,599.85547,0.008486029,0.09937627,0.50360143,3.8486226,-0.45305192,1.0862906
1875,-0.030324034,-0.02205162,289.234,0.2217569,-0.0002070986,36.594776,38.57242,0.017462868,8.2091255,0.31381857,0.21578301,0.32911077,0.27762228,0.23995738,14.723619,419.05615,78.410805,356.4256,599.85626,0.0083339,0.090050735,0.49191913,3.7781694,-0.43644986,1.1619381
1876,-0.055287756,0.16842136,289.44556,0.21974142,-0.00050524034,36.76488,38.820774,0.03936844,8.262142,0.33952475,0.2236742,0.33705723,0.2838807,0.24537687,15.024673,419.3196,78.47832,356.53308,599.8571,0.008132641,0.0799274,0.47716472,3.6853447,1.0737549,1.2143185
1877,0.30651867,0.22320233,289.67346,0.23077069,0.0011566252,37.17045,39.21121,-0.08207737,8.385235,0.09622235,0.19776039,0.32388294,0.27893108,0.24229081,15.227609,419.48218,78.10771,356.5959,599.8579,0.014887147,0.25668982,0.9057066,6.7637453,2.2545545,0.42313126
1878,0.3911169,-0.120417066,289.90714,0.22235177,0.0032674104,37.628414,39.634464,-0.23704185,8.524802,0.01900522,0.18094586,0.31566814,0.27652815,0.2411296,15.293713,419.63907,77.90105,356.5694,599.85876,0.02294396,0.45765337,1.4152851,10.43487,-0.40208873,0.41616127
1879,0.06568452,-0.17028973,290.1182,0.2229989,0.003605263,37.872993,39.928185,-0.2630667,8.601022,0.2541308,0.20111628,0.33023655,0.2862056,0.2491464,15.432186,419.91092,78.21223,356.55447,599.8596,0.022834184,0.42991656,1.4025502,10.381768,-1.4784225,1.2748754
1880,0.050537452,0.028549006,290.35312,0.25034696,0.0038592988,38.106354,40.21534,-0.28309017,8.67425,0.3090431,0.21026473,0.3383881,0.29255718,0.2546574,15.694067,420.19565,78.35148,356.60672,599.8604,0.022694504,0.4029817,1.3879864,10.3150625,0.11954897,1.2582141
1881,0.12278251,0.01834307,290.61887,0.268716,0.004503009,38.385693,40.53032,-0.33173785,8.76154,0.2753851,0.21055073,0.3411748,0.29610026,0.25804833,15.964244,420.4703,78.33591,356.6752,599.86127,0.022822442,0.38422605,1.3904208,10.370325,0.177341,1.1224965
1882,0.0872236,-0.05193679,290.89056,0.25546232,0.0049507604,38.64036,40.83065,-0.3662967,8.8418455,0.30565977,0.21714833,0.34790593,0.30175975,0.2630567,16.234179,420.76944,78.391235,356.74426,599.8621,0.02275821,0.36155728,1.3806539,10.337988,-0.47771364,1.2288939
1883,0.018908944,-0.09252913,291.1298,0.24010018,0.005026314,38.848892,41.103493,-0.37378863,8.908746,0.36456737,0.22877736,0.3579506,0.30922648,0.2694524,16.543571,421.09518,78.509026,356.83298,599.86304,0.022554591,0.33676898,1.3621547,10.242171,-0.95464027,1.3562018
1884,-0.097834684,-0.056337506,291.37076,0.2607361,0.0044695456,38.978832,41.32986,-0.33502555,8.952762,0.45829043,0.24756911,0.37279072,0.31931347,0.27785766,16.920212,421.45963,78.70529,356.95987,599.8639,0.022115747,0.3075853,1.328921,10.039239,-0.89885676,1.6375933
1885,-0.09376607,0.00871052,291.65128,0.28539106,0.0039378135,39.11082,41.55736,-0.29787448,8.997571,0.4715801,0.26018313,0.38422048,0.32768032,0.2849791,17.342978,421.82822,78.79372,357.12088,599.8648,0.021689802,0.28023425,1.2966316,9.842242,-0.3608311,1.6283146
1886,-0.08041364,-0.019771641,291.9415,0.29351425,0.0034812344,39.251053,41.78964,-0.26601377,9.044987,0.46668562,0.2704231,0.39445835,0.33548605,0.29169396,17.77001,422.19925,78.83636,357.2912,599.8657,0.021295425,0.25508747,1.2664591,9.65968,-0.5724362,1.6139592
1887,-0.13330935,0.05741507,292.23828,0.3222364,0.0027408113,39.35506,42.000618,-0.21319525,9.08204,0.5059389,0.2854496,0.4079435,0.34508842,0.29979324,18.213438,422.5935,78.93994,357.47086,599.86664,0.020798367,0.22868396,1.2299348,9.430398,-0.050751258,1.8097616
1888,0.034416497,0.12932566,292.586,0.33917785,0.0029122662,39.570026,42.27713,-0.22683142,9.151937,0.40036193,0.28306675,0.41082302,0.34912574,0.30368474,18.626787,422.94937,78.8126,357.63934,599.8676,0.020647332,0.21234994,1.2153676,9.358806,0.8749444,1.4701093
1889,0.12534195,-0.08714385,292.91666,0.33440506,0.0035749562,39.843254,42.588837,-0.27649316,9.239619,0.33125532,0.27947307,0.41280916,0.3527011,0.307235,18.965425,423.29147,78.6934,357.76187,599.86865,0.02110955,0.2130741,1.2398229,9.566758,-0.7247042,1.3600432
1890,-0.1398712,-0.07547516,293.25482,0.3459483,0.0027985077,39.93977,42.79557,-0.22107479,9.275226,0.5191679,0.30536082,0.43320036,0.3660942,0.31825742,19.359718,423.73093,78.98358,357.89563,599.8696,0.02060125,0.18853126,1.2026929,9.332381,-1.1741232,2.0771573
1891,-0.025608363,0.019614948,293.60855,0.34899268,0.0026447466,40.11211,43.046833,-0.2109285,9.333257,0.4731417,0.3101974,0.44098848,0.37290427,0.3243069,19.812908,424.14398,78.98198,358.0663,599.87067,0.020329764,0.17128666,1.1806419,9.205949,-0.16663884,1.7373875
1892,-0.10064131,-0.044913337,293.95282,0.32182062,0.0020856776,40.233612,43.268063,-0.17105338,9.376537,0.5259061,0.3248599,0.45503163,0.38309637,0.3329438,20.271261,424.58972,79.099205,358.24118,599.8717,0.019908926,0.15112567,1.1492598,9.011517,-0.8551083,1.8966397
1893,-0.11543504,0.0016359153,294.2522,0.30254364,0.0014495589,40.34456,43.483006,-0.12531686,9.416913,0.5460758,0.33742777,0.46809196,0.3928555,0.34127575,20.761595,425.0391,79.18888,358.43506,599.8728,0.01946268,0.13135228,1.1163985,8.805566,-0.50763226,1.863963
1894,-0.09736948,0.04042558,294.55786,0.29547375,0.0009146691,40.467045,43.704617,-0.08673808,9.460837,0.53833234,0.34676114,0.4793888,0.40175876,0.34898025,21.257763,425.48267,79.232185,358.6366,599.8739,0.019057687,0.11366848,1.0862699,8.618467,-0.15720601,1.7995344
1895,-0.034583885,0.103943214,294.84314,0.27750316,0.00072252174,40.630688,43.950462,-0.07303559,9.517077,0.49485084,0.35044247,0.48730436,0.40893134,0.3553904,21.731947,425.90402,79.20799,358.8294,599.87506,0.018784365,0.10033441,1.0645722,8.491406,0.4874287,1.6277825
1896,0.11051695,0.07442533,295.1129,0.27343738,0.0013168193,40.888638,44.252857,-0.11682353,9.601793,0.39016712,0.3434702,0.4885258,0.41258356,0.35914156,22.141415,426.27783,79.06426,358.98788,599.8762,0.019114036,0.10369403,1.0812187,8.639197,0.53495,1.3294988
1897,0.11426677,-0.090123214,295.39,0.28652027,0.0019281972,41.147655,44.556103,-0.16209719,9.687209,0.38162443,0.3433494,0.4937809,0.41838673,0.36453688,22.503574,426.65356,79.04061,359.11075,599.87744,0.019495796,0.10826351,1.101113,8.81069,-0.8146121,1.4441565
1898,-0.06972948,-0.031707928,295.68594,0.3148474,0.0015403271,41.284412,44.786358,-0.13446966,9.736357,0.5195452,0.3616906,0.5105757,0.4303692,0.37464362,22.924355,427.09155,79.27278,359.25238,599.87866,0.019146426,0.0932233,1.0745541,8.648929,-0.7142644,1.9609655
1899,0.05085092,0.10788217,296.0197,0.35418802,0.0018072365,41.499985,45.06355,-0.15461731,9.809237,0.46164593,0.3614902,0.5161165,0.43646112,0.38030058,23.377306,427.4974,79.242966,359.41785,599.8799,0.01904664,0.08551153,1.0638567,8.600916,0.6716285,1.7087898
1900,0.14603487,0.010271843,296.39432,0.351269,0.002587915,41.776375,45.37762,-0.2124778,9.90085,0.39863402,0.35730684,0.51905435,0.4411961,0.38494065,23.778112,427.8885,79.153694,359.55664,599.88116,0.02024682,0.11303787,1.1359607,9.145537,0.056170937,1.5579181
1901,0.07139461,-0.10415795,296.72226,0.31014666,0.0029603532,42.00277,45.66166,-0.24076506,9.977688,0.45439762,0.36512974,0.52935004,0.4498651,0.39258286,24.177963,428.31143,79.23972,359.68393,599.88245,0.020177476,0.10503996,1.1269279,9.111242,-1.0419396,1.7201693
1902,-0.062281024,-0.11111345,297.0146,0.30813003,0.0026072133,42.140026,45.89255,-0.2160887,10.028066,0.5631019,0.38252175,0.54580456,0.46187958,0.4027889,24.650368,428.77545,79.45372,359.84454,599.8837,0.019835958,0.090367,1.1007593,8.9529705,-1.3760738,2.005736
1903,-0.15083231,-0.07888798,297.3385,0.3062531,0.0017766726,42.217278,46.088108,-0.1563274,10.06093,0.64424074,0.4015164,0.56366676,0.47475,0.413674,25.205412,429.26715,79.66198,360.05548,599.8851,0.019319152,0.0718542,1.0636297,8.714892,-1.2966064,2.1391122
1904,-0.22005698,0.051952973,297.62714,0.3086496,0.0005759266,42.24704,46.25596,-0.0691386,10.080146,0.701681,0.42092782,0.5822318,0.48811078,0.42496237,25.8212,429.77216,79.84906,360.31,599.8864,0.018669073,0.050757516,1.0182271,8.416165,-0.3667509,2.2296824
1905,-0.04692636,0.12428209,297.9558,0.34909847,0.00031880525,42.39321,46.491653,-0.0505459,10.1336,0.586763,0.4201265,0.5885102,0.495043,0.43139544,26.410301,430.22012,79.749,360.56583,599.8878,0.01837479,0.04017386,0.9954755,8.279614,0.5742423,1.8747785
1906,0.028507188,-0.05042434,298.32532,0.39828166,0.00047138392,42.58831,46.756516,-0.061840735,10.201937,0.5241565,0.41953138,0.59479487,0.50201386,0.43787473,26.924,430.65353,79.66367,360.7789,599.8892,0.018237459,0.034325197,0.9827302,8.214607,-0.71398616,1.9000508
1907,-0.14777504,-0.10181765,298.75235,0.41692266,-0.0003310475,42.66531,46.951485,-0.0032907703,10.235389,0.65222776,0.44004786,0.61425877,0.5160442,0.44973752,27.469795,431.1607,79.87489,360.9921,599.8907,0.017743818,0.019277995,0.947522,7.9872913,-1.5018138,2.4280949
1908,-0.17512812,-0.029368374,299.15915,0.41185558,-0.0012771928,42.72341,47.13527,0.06609676,10.263458,0.6956785,0.45570368,0.6311293,0.5288176,0.46067792,28.089464,431.68436,80.01584,361.2434,599.89215,0.017200464,0.0036605531,0.9093071,7.7373886,-0.96867245,2.4249375
1909,-0.2065118,-0.0011799093,299.57608,0.4198398,-0.002388091,42.75985,47.30629,0.14791884,10.285367,0.7284447,0.47149962,0.6484178,0.5419217,0.47190005,28.74303,432.2255,80.14015,361.5172,599.8937,0.016600013,-0.012710997,0.86762774,7.4615417,-0.8073224,2.49694
1910,-0.17748794,0.0077424226,299.9988,0.43256128,-0.0033358752,42.81586,47.488407,0.21824135,10.313059,0.7165912,0.48241946,0.6629636,0.55367446,0.4821261,29.405985,432.76416,80.189964,361.80008,599.89526,0.0160641,-0.02651799,0.83019024,7.2151756,-0.6815025,2.44857
1911,-0.19102694,0.030733772,300.44122,0.48050776,-0.0043518133,42.862385,47.66481,0.29392818,10.338117,0.7303736,0.49529344,0.67892885,0.56627524,0.4930249,30.071222,433.3168,80.26492,362.0828,599.89685,0.015506743,-0.040215053,0.7915392,6.9591084,-0.52703345,2.607784
1912,-0.1160204,0.048193496,300.9598,0.5360002,-0.0049562557,42.95932,47.870396,0.33989662,10.378008,0.6903294,0.50118744,0.6907353,0.57676005,0.50234514,30.725094,433.86563,80.24552,362.35742,599.8985,0.015106174,-0.04894751,0.76296204,6.774551,-0.23946339,2.5879874
1913,-0.09463994,0.10289289,301.51318,0.5218319,-0.0054416973,43.07005,48.08397,0.37739393,10.422119,0.68487465,0.508887,0.70371884,0.58794403,0.51222205,31.360655,434.4329,80.25738,362.61334,599.9002,0.014753074,-0.055935558,0.7375024,6.6116753,0.24412937,2.5915525
1914,0.08976538,0.11712908,302.0035,0.5025354,-0.0049263583,43.301567,48.369617,0.34182796,10.502608,0.5661357,0.50111586,0.7070425,0.5940581,0.5182715,31.940895,434.95578,80.08798,362.83347,599.902,0.015085107,-0.043954212,0.7556622,6.7611117,0.72739434,2.1846871
1915,0.13961822,-0.091444306,302.51825,0.5250114,-0.0041439645,43.564205,48.674297,0.2865098,10.592911,0.5344837,0.4982763,0.71312624,0.6016554,0.5254634,32.457806,435.4846,80.01375,363.00308,599.90375,0.01664232,0.00034904503,0.8518161,7.4690695,-0.89415085,2.261924
1916,-0.09312322,-0.1670241,303.0535,0.52826226,-0.0046255933,43.672806,48.8868,0.3234062,10.637134,0.716947,0.5215212,0.7354355,0.6179319,0.5392716,33.04424,436.11035,80.30199,363.18774,599.9055,0.016275939,-0.009540379,0.8251651,7.2999434,-1.9976783,2.898811
1917,-0.19443,0.016973373,303.5748,0.47846025,-0.0056529706,43.71261,49.058952,0.40044132,10.661323,0.8259372,0.5443026,0.7579755,0.6344741,0.55332005,33.756584,436.7793,80.5623,363.43988,599.9073,0.015709512,-0.02433345,0.7859576,7.0397196,-0.7006091,2.9521973
1918,-0.05917647,0.098331876,304.01047,0.39365557,-0.0059426837,43.843014,49.28401,0.42388764,10.712288,0.7477038,0.5476849,0.7688016,0.6449171,0.562771,34.479946,437.39932,80.538635,363.715,599.9092,0.015421851,-0.030813115,0.764549,6.9065847,0.23573086,2.3922572
1919,0.0022337604,0.045899004,304.36212,0.38852987,-0.0058984263,44.013256,49.532745,0.4230026,10.775379,0.6945798,0.54960454,0.77866757,0.654912,0.5719065,35.14762,437.98624,80.505005,363.9649,599.9111,0.015262257,-0.0334734,0.75133383,6.8318405,-0.07610693,2.2794733
1920,0.032621536,0.04825704,304.7875,0.3862738,-0.0056899246,44.202522,49.79291,0.4100776,10.844454,0.6746213,0.5526428,0.7891559,0.66529506,0.58136106,35.784832,438.56418,80.502396,364.19348,599.913,0.015166475,-0.034257278,0.7422124,6.786193,-0.0024558262,2.2631726
1921,0.09874784,-0.013753,305.13464,0.33946753,-0.0051246216,44.43388,50.07855,0.37095273,10.926593,0.6303321,0.55118823,0.7967609,0.67420125,0.5897178,36.39416,439.11105,80.466156,364.40265,599.915,0.0156724,-0.018776918,0.77143204,7.014856,-0.38376302,2.0379145
1922,0.0051155384,-0.038005583,305.46643,0.3208001,-0.0050691934,44.602913,50.326767,0.3689259,10.990121,0.69739187,0.56170404,0.81172997,0.68707263,0.6011102,37.01588,439.67838,80.605606,364.61105,599.917,0.015516023,-0.021989139,0.7583919,6.9415445,-0.77939004,2.2514818
1923,0.022736665,0.0074608736,305.77625,0.32761708,-0.004918685,44.78261,50.581398,0.3599174,11.057113,0.69613653,0.5665707,0.8232971,0.698221,0.6112234,37.665356,440.22543,80.67216,364.83728,599.919,0.015397317,-0.024009626,0.7477895,6.88542,-0.3755428,2.181375
1924,0.020037288,0.024885027,306.12167,0.26049876,-0.004783603,44.959595,50.83444,0.35197842,11.123533,0.7024016,0.5720353,0.8352404,0.70963687,0.6215665,38.31767,440.76602,80.73819,365.0685,599.9211,0.015274354,-0.026037786,0.7369606,6.827372,-0.24400674,2.0463421
1925,0.07250671,0.091738895,306.29724,0.15659149,-0.0043652444,45.169888,51.107586,0.32325053,11.200349,0.6598949,0.57119685,0.84322816,0.7190134,0.6303865,38.95378,441.25812,80.73741,365.29578,599.92316,0.015260221,-0.02500535,0.7330669,6.8189282,0.40854004,1.6662513
1926,0.20351507,0.011126417,306.43488,0.17629766,-0.0032400254,45.46378,51.43177,0.24261579,11.303209,0.5549579,0.5598669,0.8444447,0.7248221,0.63651663,39.52491,441.6763,80.617836,365.49307,599.92535,0.018428054,0.061545096,0.93193936,8.261154,0.009621552,1.3923198
1927,0.09475955,-0.054385062,306.64987,0.179623,-0.002709571,45.685863,51.712433,0.20507109,11.384356,0.6227747,0.5655993,0.8559593,0.7361144,0.64682966,40.08345,442.1161,80.74002,365.6748,599.9275,0.018426098,0.05813075,0.92800474,8.257826,-0.754119,1.7114931
1928,0.09474493,-0.07732896,306.79413,0.15142483,-0.0021820674,45.906757,51.992508,0.16753219,11.465462,0.6284896,0.56682765,0.86466295,0.7459732,0.65607977,40.67282,442.53012,80.81233,365.87408,599.9297,0.018424133,0.05490267,0.92408556,8.254494,-0.945603,1.5864916
1929,-0.059898358,0.028324772,306.95273,0.13311142,-0.0024944753,46.025246,52.21119,0.19126453,11.515625,0.7359523,0.58149433,0.88173735,0.7603398,0.6687802,41.313553,442.97253,81.05142,366.1034,599.9319,0.018106114,0.043473218,0.90020317,8.107176,-0.39497897,1.8663747
