config,T,d_T,CO2,d_CO2,Td,Hgla,Hgis,Hais_smb,Hais,Co_1,Co_2,Co_3,Co_4,Co_5,Cd,Cv,Cs1,Cs2,Cs3,a,Cth_1,Cth_2,Cth_3,ERFx,Eco2
,1.0954134,0.042464398,399.91907,2.47228,0.17529513,77.792206,85.547516,-14.865419,25.109035,2.4323504,1.8820553,2.7888415,2.5336692,2.3005474,142.71683,533.07764,88.28453,394.5276,600.26794,0.17957114,1.2630526,9.504817,80.69368,0.506396,10.041822
