config,T,d_T,CO2,d_CO2,Td,Hgla,Hgis,Hais_smb,Hais,Co_1,Co_2,Co_3,Co_4,Co_5,Cd,Cv,Cs1,Cs2,Cs3,a,Cth_1,Cth_2,Cth_3,ERFx,Eco2
886,1.0683877,0.043183684,400.12842,2.6375275,0.49178702,47.86193,82.7455,-9.691794,36.63499,1.929353,1.4694712,2.0861828,1.7761061,1.5588522,95.90835,447.51108,38.08323,33.294662,375.80972,0.14348137,0.6892875,5.4497156,47.0486,0.97628003,8.161016
887,1.0800279,0.04576302,400.8399,2.526202,0.24829635,109.242966,56.52381,-19.657925,20.73357,2.698195,1.9917095,2.790496,2.3894343,2.1169782,130.21071,461.60162,53.88311,245.84317,435.79645,0.20030665,2.402154,10.545525,80.847595,0.9824773,9.45603
888,1.1904249,0.045737706,399.16412,2.4196906,0.09497963,136.27382,59.548695,-40.630344,-3.6021264,2.5324857,1.824186,2.4293475,1.939751,1.663023,101.129585,385.41718,29.40827,124.08467,633.75037,0.25887293,4.0695143,16.020386,120.604416,0.184269,8.153355
889,1.0692688,0.04123153,399.96942,2.4292746,0.30899978,100.926346,111.03314,-21.969624,6.4560814,2.2387347,1.7737862,2.692993,2.4942012,2.276626,141.59065,563.2029,50.75785,80.86592,2170.9504,0.11255364,0.658483,6.663539,62.35619,-0.14354321,9.416415
890,1.2035214,0.015917849,399.6843,2.2582307,0.3642006,98.669655,51.190086,-28.282269,-3.3136203,3.0212665,2.2912998,3.2893758,2.8793628,2.5716786,158.69571,540.1757,166.45694,510.04736,1192.6434,0.2177155,2.424472,11.898317,93.47433,0.2187418,9.658053
891,1.1858342,0.057363458,399.9343,2.5104327,0.15582612,67.425064,20.91697,-51.33727,-1.6926658,1.8911453,1.477876,2.2552075,2.1992762,2.08438,130.32336,537.70197,335.6717,382.52094,682.4019,0.08381957,0.03711456,0.84647256,30.006725,-0.15299204,8.332205
892,1.0385145,0.0382134,400.3475,2.290483,0.2777916,48.42141,54.869984,-22.131258,8.581173,1.8807415,1.5063107,2.294103,2.222049,2.0963101,131.09383,385.22086,85.019165,1545.01,297.25845,0.13135204,0.312777,4.4247217,48.96263,0.62106645,8.735207
893,0.9585041,0.035414983,400.05664,2.477363,0.053532273,101.32536,28.91073,-8.933298,-4.490219,2.383854,1.7868602,2.6117363,2.4315612,2.2538602,140.1046,462.8858,86.77806,255.43855,2113.577,0.07402049,0.31812423,3.8599706,39.188072,0.19710355,7.4233336
894,1.078275,0.04852751,399.7824,2.4420896,0.104654655,60.604828,85.61223,-14.577846,-11.286333,2.5655084,1.9517711,2.853264,2.5022597,2.2214842,137.13948,464.41928,87.87862,553.82983,646.33044,0.37222984,4.216854,24.385368,196.0306,0.54644644,9.3626
895,0.9712783,0.026137698,400.2519,2.4297686,0.1704515,167.61836,85.7451,-13.958468,-16.167854,2.8467622,2.084514,2.8679218,2.4136097,2.1240299,130.23946,604.5417,110.03152,1308.3093,749.0527,0.13873553,1.471927,10.358971,88.07344,-0.21562508,12.481613
896,1.1414096,0.04219637,400.41168,2.4661577,0.20898063,79.56682,90.05037,-21.2608,-32.49004,1.7660453,1.4001343,2.1274562,2.0494604,1.9311205,120.66288,419.329,49.636692,42.20023,92.90548,0.11576891,1.9420254,6.3284845,46.565895,0.40106592,7.731183
897,1.1345444,0.048916798,399.976,2.4725306,0.59635365,86.039665,38.792465,-21.87814,39.960514,2.3074558,1.7979348,2.6778283,2.5086422,2.3248732,144.76566,523.18536,102.13599,201.24246,632.09607,0.1273802,0.77833813,4.750346,38.53539,-0.253208,9.127218
898,1.0859623,0.019810352,400.24057,2.231296,0.1795899,72.304115,91.650734,-19.063519,9.151435,2.4000306,1.8714775,2.6957736,2.3574092,2.0975602,129.5689,483.78336,27.73814,80.300865,111.520096,0.092147365,1.142946,5.2396398,40.58067,0.7158047,8.787646
899,1.0180235,0.036848634,399.99445,2.4317062,0.14186485,64.67319,91.71373,-16.991251,-26.437122,2.9795778,2.1974206,3.0174048,2.4677835,2.1304917,130.09612,497.09018,47.524536,631.9794,2416.7388,0.095863424,0.7305215,6.046038,52.32683,-0.11157481,8.43054
900,1.1014421,0.041161474,400.11276,2.3794436,0.18262379,82.38173,125.43036,-38.427544,-9.490429,2.2515826,1.7217957,2.4725409,2.19923,1.9829404,122.55526,537.9078,101.11373,124.120766,930.3426,0.1088509,0.43157554,4.2067175,38.514793,-0.46863055,8.399126
901,1.1279562,0.044671364,400.04218,2.46815,0.09488885,83.122025,113.305786,-50.93821,1.9800291,2.9352355,2.113356,2.8015506,2.2728763,1.9669552,119.82716,584.34216,52.932568,109.63953,1444.51,0.26935285,0.68825066,10.362566,125.05147,0.7695683,8.927008
902,1.0495167,0.041485853,399.8887,2.4567728,0.06838791,92.60001,61.66383,-19.290157,-38.913242,2.655935,2.0063014,2.8467443,2.4619765,2.1839447,134.55203,518.1704,33.709053,992.98065,1274.0753,0.09068384,0.09773658,1.7419125,23.1589,-0.028109932,10.90341
903,1.0259726,0.03824932,399.97037,2.4761887,0.18593188,109.14058,150.20999,-25.96049,-42.700214,2.2819715,1.8040142,2.8055396,2.6996613,2.5171425,157.19885,539.1642,184.76897,293.40927,692.8921,0.17744279,0.6294263,8.355801,86.71966,-0.49513847,9.566749
904,1.1867783,0.047946893,399.63702,2.366333,0.38129467,152.80647,66.243385,-19.039248,20.296148,2.427027,1.8261732,2.5749466,2.2003922,1.9401448,119.38375,430.87793,114.819664,254.12085,949.1841,0.23513064,2.7849016,12.451171,95.35306,0.97568387,7.613505
905,1.076812,0.03829428,399.65237,2.3281355,0.11356696,74.29342,58.61321,-31.176641,-32.5196,2.0595431,1.6358612,2.5641637,2.55018,2.4377642,152.81055,475.8672,174.84299,55.33512,363.04608,0.25239825,0.9204496,8.993965,83.62095,0.04334178,8.544001
906,0.9754988,0.035557248,400.04645,2.4773042,0.3940466,114.63707,101.37691,-19.412052,42.44473,2.1188667,1.6200345,2.4612083,2.4170642,2.2985225,143.76099,584.4103,55.662872,244.9095,1305.2365,0.0979995,0.5309127,4.2389345,36.75511,-0.2554664,8.543141
907,1.1902151,0.04505431,399.82184,2.3206518,0.3697186,75.585365,96.73436,-24.154245,2.7460666,2.6133692,1.9471462,2.7406228,2.3570192,2.0890212,128.55748,451.8392,48.199547,206.03801,63.760643,0.21543932,1.6355298,12.904394,111.967636,0.50420475,7.6455245
908,1.1128925,0.040123574,399.83466,2.469502,0.2914831,91.05853,66.122314,-27.52035,-34.514137,3.073279,2.3099456,3.2545044,2.725653,2.3721128,145.4395,416.68134,27.491016,83.18516,591.1669,0.11348005,0.37474266,4.2270427,42.078922,1.0910684,7.748777
909,1.0430679,0.038017746,400.2376,2.3797512,0.208836,137.24197,93.00098,-21.731115,-24.989985,2.1262689,1.7178354,2.6657104,2.6812618,2.5969887,163.10037,613.6325,75.56486,90.459915,792.1,0.147407,0.4748043,5.7696495,58.59388,0.21249314,9.922139
910,0.9316537,0.034320373,400.06506,2.4632275,0.0747834,91.90953,77.10103,-6.868081,21.067888,2.317367,1.7497638,2.4739203,2.1244574,1.8778871,115.62966,563.50665,96.67123,107.38667,895.0801,0.1527344,0.3140072,5.0215764,70.9645,-0.57216465,7.8982773
911,1.1857609,0.045876633,400.17892,2.4937284,0.1322019,72.10625,53.72564,-31.15947,-9.59245,2.7997813,2.0373666,2.7743678,2.2784312,1.9784743,120.85504,468.38843,115.202515,668.4618,678.9449,0.102695785,0.592892,3.5645707,28.770767,-0.00857625,8.231435
912,1.0542915,0.03384774,399.67596,2.498301,0.14039251,115.05979,47.194252,-19.562016,-12.674164,2.050214,1.6302255,2.624395,2.7422738,2.7079215,170.51947,628.0125,188.52893,162.84724,657.48035,0.09536178,0.9899613,5.111929,40.34295,0.12465155,9.782837
913,1.0502098,0.025342684,399.27374,2.3984985,0.1956369,161.83928,23.955128,-16.369532,49.763912,1.8556592,1.5207009,2.408381,2.3073986,2.1111138,131.81058,650.3272,97.70455,105.829124,490.1539,0.2676598,0.3412269,7.056404,138.54173,0.6434409,8.754015
914,0.9495131,0.020440454,399.67224,2.494384,0.14864345,115.02667,77.66207,-8.644473,-13.713804,2.513409,1.9040092,2.7626648,2.3379123,2.0227616,124.266335,618.6695,138.13136,187.77744,240.83159,0.109792925,0.783572,5.3311095,45.440987,-0.21599165,10.588757
915,1.1129979,0.041853197,399.59912,2.5644956,0.1860554,164.13419,65.64743,-21.14467,15.109632,2.0688365,1.6043667,2.3490918,2.0940537,1.882829,116.52211,535.65497,94.70604,133.28206,1330.7634,0.18524267,0.8329793,8.744156,82.66381,0.51180065,7.5705705
916,1.0090021,0.038920484,400.02505,2.4440384,0.23784594,141.49039,32.093292,-27.987543,2.9340196,2.0377097,1.6278063,2.518864,2.4172978,2.256206,140.92014,519.84534,66.78093,205.2303,101.67835,0.32375652,1.4466625,9.777449,83.20542,0.2364479,9.644419
917,1.0947276,0.024826216,401.66592,2.5635133,0.1775333,139.45024,57.83737,-15.717737,28.086315,2.8236952,2.0771976,2.9763982,2.5537245,2.2438436,138.0428,408.21738,71.12052,109.84872,878.5553,0.27395183,1.7002167,11.687722,97.59599,0.58570576,9.096319
918,1.0579321,0.029573265,399.5332,2.5707366,0.08153329,124.80705,76.54881,-24.849586,-13.124621,2.356396,1.7546192,2.4603953,2.0090804,1.7188479,105.09029,378.64255,366.2308,93.11006,415.5165,0.05887686,0.11054482,1.8556602,23.159653,0.16969791,8.839772
919,1.1174316,0.034706276,400.0318,2.4722142,0.09946055,138.36282,52.36869,-21.922115,0.20694645,2.9520679,2.1746316,3.027991,2.5548987,2.2437592,137.6706,622.65576,108.303635,1178.1244,286.51816,0.04866999,0.18332562,2.1212666,21.495983,0.40939587,11.057094
920,1.0891691,0.038823884,399.93448,2.49462,0.23298664,74.3012,124.590744,-17.16604,11.00509,2.288483,1.7738003,2.6483035,2.3495371,2.0837424,128.84178,469.4803,80.50401,272.30853,92.21633,0.14763527,0.38687968,6.0643983,73.733986,0.44938666,9.528402
921,1.212946,0.05033543,399.21515,2.5519962,0.2970034,63.738426,126.0222,-36.019794,16.29908,2.6755676,2.0225692,2.8187494,2.2781167,1.937821,118.28091,343.571,37.699944,121.786575,906.8885,0.05054903,0.16948427,1.8144165,19.399406,0.32783055,7.9495225
922,1.0653903,0.041353196,400.62836,2.7041783,0.24278755,44.697674,88.88198,-21.448427,12.860916,2.5537486,1.8864815,2.6284149,2.1092155,1.7837021,108.71855,470.88995,80.64917,69.5787,1854.3616,0.2811095,2.7015831,18.197388,149.90128,0.20742181,7.754981
923,0.96267605,0.03692063,399.71713,2.5233705,0.10185722,112.72732,79.48899,-16.999119,-16.336145,2.5255961,1.9599993,2.9722848,2.7081516,2.4415603,151.4856,669.3356,555.63336,728.83203,187.08208,0.07179709,0.5639542,4.648636,40.121346,0.3651338,17.985123
924,1.3611302,0.05150062,399.81387,2.6024601,0.62809694,153.25684,32.758217,-41.09078,-42.761616,1.9253466,1.5397882,2.4258997,2.4458976,2.3640187,148.42537,479.02167,49.684265,426.3994,588.5332,0.108930394,0.26660645,4.1090975,47.790375,0.45350647,7.9610834
925,1.0297229,0.02721649,399.63873,2.4132893,0.29636675,148.5367,46.19517,-13.742236,-67.7692,2.3688374,1.7845752,2.6115232,2.4122756,2.218148,137.77335,638.09766,60.213142,344.64417,240.07634,0.30680245,2.213707,19.577673,171.3644,-0.18380173,9.666559
926,1.1231587,0.033566605,400.33978,2.4644172,0.32889074,107.634254,72.546906,-14.377768,10.238815,2.658533,1.9171507,2.5724435,2.086179,1.8016039,109.8208,476.57413,121.47722,722.52637,734.99365,0.09025967,0.15405914,2.0593252,22.823565,0.09960451,6.7016563
927,0.94515705,0.050738625,399.97833,2.5081878,0.12263813,82.39583,66.86815,-10.505955,12.76246,2.5434704,1.9721754,2.8957272,2.691851,2.49483,155.18683,532.05975,58.559795,404.7258,990.0958,0.16064066,0.59608066,6.2558484,62.15565,0.16241947,8.775517
928,1.0882511,0.043682057,399.8229,2.4341938,0.25808206,148.798,81.57112,-16.534903,10.183355,2.6345534,2.029123,2.9168122,2.5546198,2.28083,140.84525,358.67136,51.089485,354.3459,205.70169,0.06223414,0.3530572,3.049309,27.918161,0.2979792,8.084954
929,1.1588767,0.046053596,399.9083,2.5594344,0.3159841,131.08629,83.26994,-35.983463,-9.963861,2.0512552,1.6269814,2.516572,2.5539756,2.497408,156.85869,785.5332,86.058365,472.6394,1892.1318,0.05787958,0.38875446,3.0425818,25.973267,0.95234966,14.13425
930,1.1471263,0.038217887,399.6722,2.5260253,0.37415975,64.26036,56.731274,-32.313953,-8.338114,2.928022,2.1412644,3.0004535,2.5764096,2.2827697,140.36057,597.19116,59.378456,75.96431,88.49223,0.28570586,0.6932095,11.948569,137.11133,1.6369842,9.3591175
931,1.0754102,0.033725478,399.89447,2.447058,0.19627044,112.78306,89.52553,-14.516823,4.402093,2.7558422,1.9657608,2.5399213,1.9163282,1.5982263,96.40051,510.82803,35.803577,184.45073,1130.8551,0.21751085,0.4561234,7.759533,125.996704,-0.70571965,7.171782
932,1.1529511,0.060151137,400.00607,2.448813,0.13015509,105.57617,46.812347,-37.529152,37.296455,2.2345536,1.7050375,2.4960372,2.2282212,2.0054123,124.11501,660.5919,107.84074,352.56726,2269.4802,0.1326363,0.6469833,5.7277465,51.21862,0.52372986,10.213417
933,0.9242781,0.031133259,400.01056,2.4754796,0.12934263,148.2803,73.05351,-8.937422,-26.951239,2.280469,1.8459613,2.870566,2.8809078,2.7640615,173.4645,609.47754,197.18689,537.48206,915.3341,0.13295321,0.54360956,5.783872,62.715935,-0.4157259,11.005867
934,1.0974069,0.04083107,400.36578,2.4864311,0.16345511,146.99304,33.26518,-23.317713,6.186055,2.7714972,2.1334891,3.1647873,2.9895978,2.7994137,174.43605,492.53223,65.047646,110.70607,423.3911,0.19153896,0.9394976,10.130879,96.62264,0.23441485,9.888098
935,1.1583064,0.041009504,399.7561,2.4784942,0.32238477,115.89846,114.76078,-27.46995,20.114136,2.824265,2.1715455,3.2369576,2.802761,2.429265,149.6719,506.6302,252.43979,293.59064,527.22003,0.121646486,0.31915972,4.448808,47.37592,0.1959157,10.355397
936,1.054175,0.039506055,399.9803,2.4712634,0.099482685,86.49248,55.593468,-21.315256,-12.540628,3.465509,2.488449,3.4093018,2.9126241,2.5825887,158.63826,608.3959,52.541035,87.57133,592.03394,0.14764169,0.32456484,6.354702,110.63534,-0.41267508,8.991901
937,1.0958052,0.035535626,399.89267,2.470488,0.15857166,81.53407,60.82323,-12.337126,47.127037,2.9927673,2.190487,3.0250335,2.523365,2.2039385,135.00082,443.92514,92.56807,992.9048,1283.4493,0.19905752,2.0751164,12.303647,99.19441,-0.025371289,8.9719095
938,1.1061053,0.03793514,400.00012,2.4750676,0.16017011,176.38481,49.76544,-21.357927,-5.3352866,2.5333977,1.8537705,2.5727031,2.159796,1.8908707,115.99402,476.6167,62.605873,22.31818,331.9085,0.1980463,0.7763964,8.277788,79.93252,0.0931288,7.631849
939,1.2137976,0.049603064,399.65585,2.648117,0.21009631,129.82187,90.62743,-33.3232,4.9422626,3.2410064,2.2790732,2.9684281,2.3137329,1.9645487,118.910706,489.8354,206.33418,266.0999,387.38092,0.08958743,0.7778255,5.2912836,44.067806,-0.035346605,8.868471
940,1.1355727,0.04388971,401.35983,2.3325455,0.2051516,137.09534,139.2203,-19.887184,-14.929199,3.214499,2.4769375,3.493277,2.9834104,2.633218,162.13594,480.7456,161.8967,378.31445,829.4762,0.16528514,1.0139592,11.153104,107.38377,-0.17659111,8.948433
941,1.0846665,0.038143024,399.62463,2.43309,0.13233565,97.54439,97.37016,-16.442965,-28.826305,2.7511601,1.9754484,2.7278256,2.3889813,2.1427357,132.05821,563.5279,103.51936,71.16422,936.7116,0.11751102,1.2408917,8.365736,70.0117,0.017399121,8.7137
942,1.0026875,0.0625959,399.83127,2.2047253,0.11876587,89.92559,88.33493,-20.251467,-31.577396,1.8308613,1.4650449,2.2681737,2.1686032,2.0044158,125.07434,524.85144,123.37981,75.03335,232.2585,0.19153866,3.9818268,15.745987,119.09566,-0.1264658,7.3357735
943,1.2253195,0.05188074,399.67804,2.4336295,0.4023494,159.85208,121.78355,-21.901403,-21.256466,2.5917208,1.8657103,2.5189602,2.09175,1.8279842,111.90483,499.732,37.72079,17.458986,31.477686,0.06060285,0.36652544,3.1001337,27.93336,0.041130446,7.2623444
944,1.0167615,0.03571432,399.40268,2.3260837,0.13130596,93.15423,112.70113,-16.801544,2.1270134,2.894794,2.173099,3.0721521,2.623098,2.3114243,142.0732,516.17615,44.59349,93.83012,174.78746,0.1749471,1.8218752,10.869818,87.12109,-0.124060154,8.564637
945,1.2437623,0.053684443,399.8726,2.4273071,0.100991584,167.86113,117.63644,-41.458897,12.363974,2.6252203,2.0004928,2.9564762,2.7650707,2.567018,159.72577,570.4899,70.724655,119.164406,828.0751,0.22604898,1.9367901,10.427677,84.006516,0.99260026,7.8077345
946,1.234905,0.048662256,400.1106,2.5123448,0.22931702,131.27336,83.91054,-43.175903,6.328749,2.0490012,1.5837982,2.4096074,2.364327,2.2529979,140.94345,515.75604,65.893326,129.96956,322.9235,0.2352139,1.476214,13.032431,116.50496,0.2925342,9.061856
947,1.1725333,0.030940121,400.10635,2.3991053,0.58025223,144.74113,79.20002,-18.850563,23.113749,2.483979,1.8738289,2.769216,2.5083144,2.271274,140.78398,552.4823,118.099144,118.656265,312.24792,0.1668931,0.7192458,6.376834,56.83474,-0.42388457,9.306715
948,1.0889769,0.03709767,399.91522,2.4726725,0.15936375,84.37096,39.544624,-22.702915,-34.842632,2.3908536,1.7368469,2.3657575,1.9653566,1.7161796,105.10702,552.72186,80.21293,1129.691,544.567,0.14979418,1.7347233,11.750376,97.283676,-0.54473346,10.409739
949,1.0198954,0.037866104,399.7403,2.4547312,0.21651275,121.3835,45.230293,-15.479077,-11.442052,2.2932673,1.7821436,2.6032681,2.331636,2.0987713,129.99954,478.76456,151.74673,910.2267,592.1752,0.3218057,0.5746648,10.120068,143.21408,-0.2813745,9.860004
950,1.029574,0.045466088,399.42963,2.5800772,0.37131816,124.241745,63.605976,-25.743826,34.150764,1.5276103,1.2238004,1.9254951,1.8792124,1.7567775,109.858215,470.55096,113.64296,91.82496,706.20166,0.20564124,0.6348363,9.114443,97.20745,0.010809159,7.62042
951,1.161866,0.05809369,399.91736,2.407129,0.17831524,56.498707,31.470758,-23.582468,-27.948242,2.463216,1.9518589,2.9552782,2.7963514,2.6070466,162.63551,499.05438,116.768394,681.3141,527.52277,0.16748762,0.20469931,3.8629875,78.68218,0.97351015,8.3061495
952,1.1771812,0.0075392304,400.37024,2.4078763,0.28119454,183.30386,121.421,-24.557713,2.4414003,2.0156608,1.6171329,2.5487115,2.562858,2.4796755,155.77774,505.64374,73.5818,237.51218,453.16318,0.14342625,0.98027533,9.278122,87.76796,0.3616404,8.581714
953,1.1768671,0.06092497,398.86447,2.5453098,0.14713499,68.62997,56.93524,-33.05889,-9.008958,2.470465,1.9073731,2.8041594,2.5826175,2.3693867,147.18533,526.14856,121.80668,492.1181,390.6728,0.2923782,0.57382506,9.112333,119.14339,-0.02591449,8.321986
954,1.0698961,0.040432166,399.91415,2.4111862,0.18758406,62.48947,67.08653,-26.163883,14.461309,1.8292141,1.4888604,2.385795,2.610238,2.6712627,169.08249,466.92627,83.53571,640.33636,164.47643,0.12685552,0.3749364,4.4857416,43.56122,-0.28707784,8.26611
955,1.2857323,0.049420666,399.52866,2.5193763,0.2978936,86.51012,96.70964,-47.356373,-28.463999,2.112924,1.6430433,2.4153764,2.174915,1.9677433,121.962425,530.3441,89.94123,103.6271,399.35944,0.19403708,0.28926092,4.9016714,66.25635,0.79795223,8.561937
956,1.2173542,0.05001415,399.47964,2.7376716,0.29545295,116.382324,40.155815,-22.274216,-52.48362,1.8183893,1.461702,2.2962878,2.2002044,2.0358715,127.10303,543.4363,111.96989,389.76266,589.5073,0.1337038,0.9518684,6.653778,55.94285,0.72022754,11.240156
957,1.0842448,0.041728962,399.8891,2.4868689,0.30642414,64.28139,60.734425,-16.421467,0.86007565,2.3254988,1.8155493,2.7028494,2.5697172,2.3930652,149.26917,472.9099,404.5778,288.3935,355.68854,0.17959055,0.3611141,6.337722,84.036255,-0.07016599,8.248213
958,1.1448436,0.037609525,399.81186,2.477805,0.4574049,147.77196,90.669464,-29.051647,-29.593319,3.4735646,2.3529098,3.0902383,2.5279012,2.1964746,133.80624,564.3281,84.11388,1349.3546,945.5443,0.20857453,0.60076815,7.215449,71.96411,-0.22900014,11.868624
959,1.1272205,0.04333648,400.17593,2.4942005,0.21828091,97.25943,87.57198,-18.784937,-10.220781,2.3297567,1.7863638,2.631413,2.3438046,2.1005464,129.92493,497.2499,61.361046,15.259127,99.98818,0.20695236,0.48758322,7.435192,85.363144,1.2510439,7.7709947
960,1.073649,0.046467155,399.9584,2.4757686,0.09036404,67.29949,23.70703,-17.644634,49.05438,2.325667,1.8502047,2.8584843,2.7715468,2.6091785,163.10397,428.81924,96.43908,76.09521,429.98203,0.18441606,1.0744288,8.578871,74.28571,0.4957409,8.903665
961,1.0318506,0.049147308,400.38043,2.3404677,0.13454768,120.51304,78.61519,-13.045977,4.342832,2.35607,1.8563875,2.737697,2.5798087,2.4081414,150.09183,485.63702,101.777466,344.29327,1576.5604,0.2451528,1.7018541,10.109226,81.10863,1.3417739,8.194949
962,0.98056823,0.041886363,400.32892,2.53892,0.081197456,168.27844,50.89952,-11.503778,44.54741,2.31739,1.7797415,2.6085224,2.4346998,2.256032,140.33798,716.6888,98.555084,362.78098,1202.1659,0.26780674,2.1494114,14.326101,121.016396,-0.315139,9.337242
963,1.0346072,0.08290749,401.272,2.1208866,0.15403174,134.93205,60.22946,-10.598658,27.081366,2.6567032,1.9765714,2.8825073,2.6862278,2.493293,154.96133,378.77246,38.155285,171.20387,915.874,0.14371546,0.67039555,7.144061,69.90703,0.029317593,8.011378
964,1.0432838,0.027890211,399.68256,2.450397,0.1578001,122.55742,44.3277,-21.043297,-2.1513894,2.2766821,1.7910979,2.7417803,2.5434527,2.305662,143.37459,442.50098,175.69229,57.586384,439.25253,0.083936915,0.76269686,4.4369,35.948322,-0.25529566,8.45579
965,1.0321066,0.036030583,400.27798,2.487196,0.18049286,124.61131,16.624523,-13.75828,13.35348,1.9686489,1.5121629,2.2727616,2.2055757,2.0860465,130.30875,387.21393,152.85925,51.303093,1230.7893,0.10314556,0.2818769,4.720366,56.054615,0.94834995,7.9698296
966,1.190348,0.043902546,400.02155,2.4787648,0.25742152,99.08917,113.52324,-18.054966,27.149761,2.7454307,1.9182482,2.5372586,2.0441444,1.7626135,107.14329,479.34393,53.653267,447.7917,168.35054,0.18298516,1.4482219,10.516627,88.91397,0.54702723,8.50858
967,0.9763093,0.036160886,399.9422,2.487743,0.18267389,106.86118,83.707596,-12.437739,42.45641,1.9877417,1.5602062,2.3055985,1.9991701,1.7480338,107.79938,433.5892,74.08981,73.8318,324.6572,0.13548931,0.4509522,6.299289,69.87309,0.26328728,8.675759
968,1.1757292,0.05909987,399.84525,2.4799073,0.19337377,26.206177,73.164566,-20.904594,-59.90809,2.0412033,1.6290681,2.4823754,2.3345742,2.1567454,134.45207,454.42075,110.59485,660.48584,592.7957,0.24803045,1.3496076,9.921821,85.34277,0.48857823,8.744533
969,1.1013714,0.045121323,400.04358,2.4763315,0.34323603,111.83181,53.6038,-14.1918335,-29.072973,2.3295574,1.7958584,2.6866047,2.589761,2.4484177,152.87198,541.47974,180.37599,305.09586,998.34894,0.18681939,2.2566915,11.937311,93.84231,1.3631754,8.963987
970,1.0158865,0.041967947,399.89502,2.4469757,0.23183532,85.34536,78.81588,-10.94013,25.085114,2.5598104,1.8887455,2.6452816,2.2711976,2.0091965,123.65721,585.64197,62.004463,153.25308,1553.4294,0.1326433,0.32369694,4.241315,43.9217,0.10789456,9.148809
971,0.9743401,-0.0099670235,400.0636,2.3633204,0.28796312,104.36145,106.32192,-34.60789,-37.030457,3.1341405,2.3632271,3.445488,3.1841602,2.9424834,182.76941,552.45667,162.83069,414.3199,887.14276,0.17337474,2.3472102,12.524176,101.24165,-0.511823,8.847425
972,0.9273159,0.03424904,399.80765,2.493002,0.20381932,95.99831,96.32912,-9.765297,20.832531,2.1977427,1.6074661,2.2328498,1.8518867,1.6065193,98.42782,578.9568,72.48062,185.70802,496.0502,0.05969876,0.12980737,2.3308084,31.119251,-0.20237997,9.878791
973,1.1296798,0.04508254,399.66537,2.5232434,0.17974281,107.775856,33.96859,-19.626242,9.421122,2.1978536,1.6323792,2.2645602,1.8709644,1.6207616,99.225136,500.6071,50.46955,60.466053,683.1849,0.3037848,1.6453711,16.2692,151.22574,0.9226667,7.6815057
974,0.9377993,0.027544364,400.56293,2.5195763,0.15011537,76.43846,22.73146,-11.792839,28.439892,2.923935,2.0150304,2.6420875,2.1244328,1.8298073,111.27555,535.39514,88.657974,1773.5613,938.9017,0.17014258,1.807675,9.254839,72.57509,-0.18873136,8.084565
975,1.0522709,0.045459233,399.6118,2.6539495,0.14185995,100.45162,29.229351,-21.42135,-5.6985273,2.7326078,2.006782,2.803873,2.395698,2.1182911,130.23222,605.44934,109.38027,9.22211,182.54324,0.05572821,0.19411656,2.2951932,22.435816,-0.5893728,9.345351
976,1.044105,0.05197861,399.7,2.5971937,0.23615205,109.78507,36.430386,-29.11536,41.04426,2.4431717,1.815621,2.5452435,2.1479707,1.8798596,115.4561,502.74243,172.79788,280.22,1133.3688,0.15986459,0.8228181,7.68198,68.750496,0.17291126,10.383607
977,1.1411264,0.036156867,400.15286,2.584221,0.31777468,91.69916,80.48552,-25.020359,-7.3174257,1.6477848,1.36464,2.121393,2.0382755,1.897796,118.620155,521.21704,23.255758,125.01929,90.128784,0.2275997,0.689367,8.555371,97.26259,-0.19471125,8.660738
978,0.9814037,0.038363807,399.70126,2.5182328,0.15230887,133.3199,61.53417,-22.604187,-13.285016,2.1649034,1.6455376,2.459216,2.2988663,2.1222816,132.01617,482.11664,132.72398,1091.9977,516.46643,0.10493276,0.15957448,2.9792638,42.80246,0.4803284,9.207396
979,1.1502414,0.04578219,399.86935,2.4636903,0.16195929,89.46611,92.5025,-17.371168,13.891078,1.922221,1.4696883,2.1638775,1.9470571,1.7607797,109.06932,514.0005,346.37122,359.50836,761.6727,0.12508884,0.3499273,3.6565273,34.609467,0.9650715,9.270033
980,1.0909128,0.03928438,399.97604,2.4939308,0.15822852,88.1486,95.56874,-14.111647,-10.71744,2.2357907,1.7451038,2.620669,2.3375847,2.0754557,128.41936,433.55118,72.3147,248.57568,1721.1462,0.15745452,1.6826191,10.329301,84.12803,0.1088274,7.4114685
981,1.1972883,0.052765645,400.10007,2.2193274,0.1894114,137.13808,97.08736,-39.29243,-10.664759,1.7731469,1.3801947,2.0586803,1.8211586,1.6151419,99.8703,450.065,194.35918,107.076805,278.07364,0.2505924,0.72002184,9.281901,99.43559,0.756704,8.5663395
982,1.1014879,0.04476883,399.92444,2.4692476,0.14858942,108.76007,81.311485,-22.452957,-8.337168,1.9396055,1.5007508,2.189088,1.930657,1.7225517,106.47872,418.8007,197.93546,52.2714,230.59067,0.21972784,1.0003259,9.253132,83.75912,0.19351728,7.8212347
983,1.0878614,0.047190435,400.08926,2.437368,0.09294056,84.41019,34.460487,-29.639475,2.0061872,2.3799777,1.7805961,2.500978,2.0403857,1.7415397,106.483986,520.1655,83.35237,1398.2395,1157.2341,0.2636601,3.0690904,17.986843,145.09436,-0.33122736,9.01473
984,1.0726235,0.046186864,399.53973,2.4940953,0.19662464,89.70979,105.67316,-19.23021,14.732992,2.6664596,2.041832,2.9509692,2.5551672,2.2549462,139.0781,530.06506,70.961426,266.2946,641.57336,0.16930392,0.98970854,7.4163833,63.197155,0.2699532,9.803108
