config,T,d_T,CO2,d_CO2,Td,Hgla,Hgis,Hais_smb,Hais,Co_1,Co_2,Co_3,Co_4,Co_5,Cd,Cv,Cs1,Cs2,Cs3,a,Cth_1,Cth_2,Cth_3,ERFx,Eco2
567,1.0881984,0.04416334,399.93842,2.3902783,0.15638582,93.02004,72.25232,-16.016905,12.991735,3.3159728,2.3151307,3.0868106,2.5243218,2.191766,133.68338,544.63855,48.883255,204.65219,891.3669,0.1725969,1.845128,12.273115,101.063675,0.8026207,10.082071
568,1.0912781,0.045863446,399.89764,2.4747267,0.09511359,73.857605,93.38928,-17.116825,41.36977,2.376473,1.8513342,2.7583363,2.5210311,2.295298,142.50748,535.9088,94.8764,359.79425,849.8745,0.36656064,0.2888108,5.9921236,111.91561,0.52276963,8.687531
569,1.1512082,0.04652849,399.79926,2.4809613,0.12870102,120.04677,30.050507,-19.402222,21.153135,2.3975575,1.8803164,2.8123822,2.4451077,2.1256785,131.10393,562.7811,189.88138,171.40903,372.1856,0.091412544,0.70699686,4.7723684,40.549126,0.30020133,10.1414
570,1.0983944,0.041998155,399.3823,2.3717823,0.20369728,69.64275,11.964277,-15.41196,28.914886,2.320943,1.8297017,2.7475133,2.4866676,2.2404554,138.98058,480.19278,134.50272,415.71103,370.98566,0.09636851,1.1147134,6.8598,55.529114,0.276618,9.097799
571,1.0687919,0.03792628,399.79962,2.464826,0.15790644,56.09015,111.594055,-11.299453,19.73801,2.6134124,1.9624112,2.8161633,2.5247452,2.2818654,141.20871,528.08246,134.08675,818.5619,280.32684,0.26876068,1.6199188,11.59934,97.43901,0.021022797,10.442495
572,1.1296892,0.040605914,399.83325,2.4648776,0.28241116,37.559822,109.43114,-19.355776,49.13219,1.9602638,1.5940365,2.4671953,2.313171,2.1155345,131.84396,540.0265,45.333908,518.04047,973.54114,0.19855753,0.36547247,6.4711595,87.668045,0.7289697,9.56613
573,1.1745733,0.045289934,399.7959,2.505562,0.13659085,70.52583,101.60046,-23.40733,49.47955,2.6071389,1.9728329,2.8628585,2.56747,2.3210368,143.7063,615.65,178.886,114.41793,803.78906,0.18215926,0.35283244,4.269963,43.37746,0.44740742,10.695321
574,1.1214015,0.035355832,399.9572,2.4566672,0.06918022,59.91633,84.34257,-25.208538,52.002014,2.922234,2.1447303,2.9191105,2.4020038,2.088138,127.4678,507.53296,60.721626,402.4441,1002.0955,0.22863798,0.8465265,7.689729,69.45136,0.8020462,9.698613
575,1.121344,0.04234904,399.70285,2.4751258,0.22386523,71.94707,9.412424,-14.413269,38.711613,2.5484078,1.929786,2.7738705,2.3404548,2.0290997,124.647255,551.49097,104.91765,563.4701,984.7967,0.07934113,0.4025074,3.8827927,36.16711,0.9957892,11.170262
576,1.0753227,0.04192393,399.9035,2.4671566,0.1306663,101.782616,79.060776,-10.947058,37.464508,2.2607849,1.7848661,2.693799,2.551371,2.3719473,147.92827,480.64835,123.904434,364.76678,558.3147,0.24502702,1.6340275,11.349951,94.50194,0.1686562,9.033388
577,1.1065086,0.03923441,399.74017,2.5196626,0.17280538,44.073513,129.11467,-16.505482,29.060053,2.2226398,1.7539237,2.7111087,2.4981353,2.242305,139.27255,446.9362,143.317,625.1966,1254.1584,0.16460171,2.151756,11.237747,88.49854,1.0181406,9.959652
578,0.9473726,0.035894666,399.8924,2.4470077,0.124584794,43.584564,104.91878,-11.50192,26.604208,2.3381867,1.6848501,2.329449,1.8883556,1.6139247,98.43123,533.4163,103.69185,361.5241,997.1131,0.17151614,0.3874839,5.801332,64.88392,0.37137142,10.371529
579,1.0865685,0.041397758,399.86374,2.4829147,0.20747845,35.81726,77.43382,-6.484533,15.370671,2.1415856,1.6812162,2.5228298,2.3961198,2.2314034,139.1988,624.4432,328.60638,842.1701,145.85178,0.35440177,1.2313827,12.438493,116.41321,0.23412438,11.631313
580,1.1032727,0.041651614,399.913,2.4861612,0.16471346,55.31846,112.022644,-12.517021,10.509911,3.2882671,2.3264613,3.0723577,2.427848,2.0718088,125.81621,528.9364,87.407425,498.45956,477.26508,0.26774564,1.5613652,13.586019,120.70723,0.084497295,8.9381275
581,1.1202004,0.047512688,399.88248,2.469263,0.12053554,132.02078,58.110878,-12.931369,22.367054,2.040298,1.5860786,2.321345,2.0923443,1.8917732,117.26515,560.00635,134.68634,162.3697,899.9338,0.39636764,3.6402404,16.948683,130.57152,0.5460948,9.245816
582,1.0634358,0.041113388,399.90802,2.5135598,0.073163316,61.893604,92.21767,-13.100146,33.358677,2.528582,1.9754995,2.9489028,2.7155535,2.4841576,154.39185,483.6181,101.27236,324.2626,723.47577,0.10589574,0.10615168,2.0132332,30.70522,0.6069147,10.874327
583,1.1116921,0.041993387,399.75064,2.5939088,0.1638606,74.75912,69.102844,-24.701221,48.05248,2.6457298,2.0050397,2.8690305,2.4764774,2.1902301,134.99371,494.01416,254.34013,400.52847,858.7316,0.15812004,0.46674943,7.2631807,85.64596,-0.22522518,10.316403
584,1.1502805,0.049454994,399.87445,2.4455914,0.18459402,91.438,86.419,-16.151669,46.745567,2.4758725,1.8866993,2.7582474,2.5747108,2.3889446,148.59265,656.66,79.08736,157.52625,636.93164,0.12668334,0.3081383,4.5943723,52.763214,0.5293565,9.473142
585,1.0850055,0.044537205,399.8231,2.479957,0.13164712,107.54793,114.131516,-10.138254,-1.6018364,2.7198794,2.1316633,3.1454384,2.8480532,2.5777545,159.9246,590.707,216.82466,671.2272,275.54108,0.17478123,0.3862933,6.166516,77.266495,0.5835508,10.410826
586,1.0779989,0.015319981,399.9195,2.4693704,0.33259025,135.29935,77.37504,-11.870073,31.658377,2.6297107,1.8878889,2.5960627,2.1806905,1.9135338,117.23338,567.9764,186.9037,341.01144,982.3498,0.1566768,0.6397977,5.7729936,52.701843,-0.0698951,11.253821
587,1.1496819,0.044004805,399.88177,2.4774644,0.27492768,31.45058,138.11884,-18.532124,20.290276,2.6285317,2.0453498,3.1230628,2.986866,2.7991285,174.65268,531.58655,34.28349,435.57373,443.11996,0.16628078,0.7782226,8.392525,81.04535,1.4492276,11.423814
588,1.0865947,0.037589908,400.023,2.4625692,0.14843541,100.37638,45.771843,-11.626539,14.943692,1.8491637,1.4845644,2.3260293,2.3279357,2.24273,140.70781,512.9587,59.891033,141.19168,661.06305,0.08418532,0.5898708,4.291957,36.15371,0.36824942,9.578703
589,1.1370666,0.03439076,399.89365,2.470492,0.3075685,87.462944,111.22858,-14.005244,13.883232,1.9292018,1.4877262,2.1907973,1.9564565,1.7545624,108.605,545.29913,185.02966,451.4127,305.41235,0.2292759,2.4171357,9.653569,73.21584,-0.01808269,9.124069
590,1.0773636,0.040072326,399.7187,2.5867221,0.2734445,47.283775,64.132126,-12.960307,17.616407,2.7658384,2.0791328,2.9037828,2.3286273,1.9663582,119.769264,474.52872,334.34967,394.08237,342.9,0.22870223,3.1406102,11.990107,89.829056,0.3547687,9.593368
591,1.0005772,0.040123224,399.76373,2.5024695,0.13632557,77.1354,92.691956,-13.519373,14.074724,2.4422414,1.9407244,3.0388913,2.8463902,2.5730278,160.10776,483.15094,113.78994,224.38127,363.55923,0.14283323,1.4453048,8.808395,71.1304,0.08408487,10.77869
592,1.1628745,0.044561137,399.91193,2.480795,0.13729668,60.94695,90.31602,-12.25163,9.343529,2.920751,2.192291,3.1930583,2.9470391,2.710092,168.30878,470.28946,55.089905,352.19412,556.2676,0.12412207,0.28632084,4.8542724,64.33905,0.08775838,9.598198
593,1.0432456,0.03126198,399.89404,2.4576936,0.39718038,77.066956,71.71241,-9.809152,12.982356,2.4288383,1.8336662,2.6596448,2.3600872,2.1213102,131.14778,492.16608,179.73471,72.21717,916.45605,0.0720096,0.4000071,3.1562715,27.240368,0.33138034,9.797682
594,1.016694,0.036370106,399.9626,2.412478,0.17954066,100.28915,91.09511,-12.518962,41.139786,2.5484173,1.8931694,2.6868896,2.3661053,2.1261184,131.27173,495.81342,88.45011,1117.9247,540.2679,0.035760175,0.12173049,1.226346,11.330229,0.40391988,9.300409
595,1.0945733,0.04438865,399.85156,2.4770074,0.47237915,109.42601,75.00462,-15.927874,34.89263,2.7982652,2.1044679,3.0067182,2.6654394,2.3967617,148.11678,475.68878,39.45328,261.9003,514.03406,0.08506045,0.5498597,4.284148,36.720154,-0.0332726,9.598127
596,1.0552938,0.043668337,399.9018,2.4381104,0.07589282,36.804707,36.663887,-16.74801,58.286755,2.5605464,1.9421635,2.8767145,2.6745021,2.4660568,153.3151,504.83472,63.766594,469.56192,393.84192,0.11402804,0.13725838,2.8199677,45.495663,-0.1475309,9.825268
597,1.060142,0.03442827,399.85226,2.4655614,0.1969663,38.31795,96.5322,-13.944521,42.235344,3.0119615,2.309512,3.3522668,2.9327219,2.6064334,160.91066,504.81543,151.43184,341.8094,775.87854,0.13014568,0.3948658,4.3780947,42.819214,1.0937507,10.571635
598,1.1583029,0.035772555,399.90973,2.4631948,0.19483864,57.514965,75.51053,-12.546076,40.751366,2.6045072,2.0235453,3.0320964,2.797591,2.5613637,159.20523,507.5603,70.36202,160.95847,810.948,0.092962824,0.18131988,2.5976722,30.70548,0.30448085,9.621954
599,1.0217309,0.039144043,399.89117,2.4638975,0.27755427,95.2163,67.51685,-11.085149,47.172035,2.1709583,1.7680184,2.818459,2.9421806,2.9046454,183.16122,568.4441,152.07303,314.73187,350.15692,0.19502887,1.3423812,11.419397,100.479614,-0.49637142,9.974627
600,1.0541067,0.0403458,399.84756,2.3401458,0.20475385,76.55377,113.18026,-12.835274,31.659948,2.6956382,2.099941,3.0759778,2.7437754,2.463611,152.51324,470.48822,224.6272,659.84265,383.81577,0.11160058,0.383646,5.5788183,62.242596,1.2628615,9.033263
601,1.0875404,0.03971141,399.72223,2.4995487,0.18213716,78.1824,58.50102,-15.626554,25.847387,2.4642348,1.9470043,3.00378,2.9356487,2.7743142,173.62285,528.8186,159.23038,478.7412,502.09546,0.10247202,0.33014572,3.530845,33.827843,0.57671475,10.502198
602,1.1445826,0.039016552,399.88412,2.4877949,0.16173787,110.17025,107.33185,-12.091394,-7.4243736,1.9661137,1.5621717,2.4510207,2.3986824,2.2579322,141.21794,553.22205,217.96309,229.99258,599.2248,0.20770192,0.48716825,8.2439375,103.16433,0.30078012,10.611638
603,1.1325681,0.050772022,400.01785,2.462604,0.1765976,70.79149,111.45503,-15.649794,20.545395,2.745007,2.0663896,2.9321263,2.5824559,2.3213189,143.3344,603.0165,112.672165,192.2621,653.683,0.31883073,2.7344813,14.490451,114.92676,0.8645674,10.381808
604,1.1043931,0.04463633,400.16916,2.3955333,0.08821868,91.825165,41.5819,-16.74612,32.4918,3.1902573,2.3929825,3.4501204,3.0225253,2.6992161,166.56056,617.2879,46.467487,492.85834,514.6969,0.15716837,0.43643975,5.5379453,56.69048,0.9425192,11.37247
605,1.1417935,0.037270755,400.0468,2.459547,0.1953073,54.672295,120.1677,-9.577006,35.215572,2.1547065,1.7997744,2.93921,3.11125,3.1136405,196.8555,488.35028,74.5876,283.32135,579.83044,0.11442373,0.56938696,5.00079,44.946106,0.37455055,10.51317
606,1.055155,0.029089868,399.82047,2.4728894,0.48877472,23.485785,103.34847,-11.276083,31.183323,3.021738,2.2039554,3.0340512,2.446134,2.08777,127.32129,452.16864,183.49484,495.52362,809.49524,0.19970416,2.3105044,15.984436,134.18352,0.58928484,10.39889
607,1.1318682,0.049827095,399.97256,2.491963,0.2943785,135.1238,48.932976,-17.668034,-9.44328,2.0603106,1.6338516,2.4807475,2.277782,2.0622125,128.13536,520.7711,201.82129,1366.8265,580.964,0.18471348,1.6701062,8.706892,68.595505,0.91218394,11.266057
608,0.99268043,0.06530438,399.89078,2.422416,0.14426857,64.60586,103.55763,-25.745403,39.359013,2.0562763,1.6515541,2.631865,2.7552664,2.7549534,173.73251,493.50156,93.11071,160.58325,1259.1788,0.13706906,0.2926375,5.717596,72.62073,0.41366833,9.083205
609,1.0105867,0.028322339,399.97327,2.450333,0.07515672,64.34247,40.38625,-10.793205,21.668158,2.5926888,2.0040138,3.0637844,2.9612536,2.7902992,174.2941,608.34705,62.588238,325.64166,1025.6583,0.126169,0.80351925,7.456272,68.47224,0.069324896,11.161711
610,0.99191344,0.03635512,399.96698,2.5027404,0.15310545,62.71103,111.66622,-9.9447775,14.886685,2.3411422,1.8189011,2.6888099,2.443286,2.2180152,137.62137,457.90576,157.22606,351.37695,1101.3059,0.2024734,0.47400793,7.3042765,85.88939,0.89118654,9.135575
611,0.9786374,0.049658593,399.74435,2.5089185,0.06054647,59.852436,54.312828,-10.408181,9.142558,3.0416813,2.238918,3.0983899,2.5303233,2.175446,132.89204,443.5021,143.90852,663.1755,442.80664,0.16573502,0.9370667,9.36661,86.704285,0.25749382,9.920763
612,1.1251776,0.02916202,399.92914,2.4545732,0.20448728,23.51248,98.40537,-16.106958,63.32493,2.0866408,1.6012802,2.3234835,1.995812,1.7487457,107.76023,454.52026,330.89484,313.19586,822.8646,0.19655332,0.34352618,6.021907,82.41906,1.5529634,9.267548
613,1.068487,0.04137023,399.9132,2.480372,0.060058255,118.540695,52.645935,-11.602097,36.73185,1.9451977,1.5765479,2.5416794,2.5035725,2.3332088,146.00749,552.7088,63.01063,379.42902,561.8417,0.08460786,0.47197327,3.8460324,33.34296,0.37307853,11.324912
614,1.1439993,0.038287185,399.98956,2.4562976,0.21885185,45.257587,106.427185,-23.074194,20.15809,1.9462147,1.6390743,2.6021044,2.549363,2.3875241,149.53134,487.42212,43.59826,246.17728,1362.4935,0.12112944,0.16478875,2.9294417,50.796375,0.9558112,9.2320595
615,1.1159343,0.041647967,399.95398,2.5005653,0.110823885,138.47343,90.22638,-22.015614,10.562151,2.6366682,2.0390668,3.0011575,2.7274272,2.4826698,154.0292,471.2167,161.47202,351.43048,473.01154,0.19738525,0.1739553,3.4685445,60.824364,0.43041572,9.30788
616,1.0817034,0.048570663,400.00848,2.4572659,0.10429462,77.3369,79.20931,-13.708536,29.51807,2.4340482,1.8291175,2.601155,2.259212,2.011446,124.00696,572.7576,97.50093,448.63974,883.43945,0.12955055,1.7296851,10.129567,81.94173,0.3258916,8.97552
617,1.0905306,0.04400571,399.9081,2.472798,0.1601814,111.02399,61.010902,-16.906734,22.361345,2.1240318,1.7122734,2.8135192,3.062204,3.1301703,197.79903,526.75604,31.844278,129.32959,1130.8123,0.21637619,1.3698905,9.154618,75.66951,0.47207874,10.738012
618,1.051513,0.038251318,400.1143,2.3067048,0.28130394,69.56125,72.22831,-12.232565,27.815609,2.9609363,2.2116878,3.0820947,2.5415325,2.1940837,134.14294,514.94403,81.26762,444.42743,1039.0066,0.09310812,0.40030813,3.8015933,34.494606,0.63339365,10.060341
619,1.1388872,0.03269339,399.98114,2.4702334,0.20518677,117.855515,59.737957,-10.149387,12.324892,1.8711011,1.5017984,2.358606,2.3993182,2.3411193,147.15935,558.97864,63.709206,138.85641,722.3901,0.2032258,2.2879372,10.580828,81.9582,0.7248255,9.405663
620,1.0815197,0.048657045,399.92767,2.4697165,0.19364034,74.286316,47.074085,-19.366741,36.230446,3.0124493,2.2973404,3.3634293,3.1025498,2.8500082,177.04576,522.7052,68.10135,122.92285,587.1947,0.15300432,0.87384224,9.369475,89.770805,0.52573764,9.678513
621,1.1073341,0.044131536,399.95428,2.4644117,0.1764256,84.133865,53.86134,-15.774631,33.44531,1.6379814,1.4129183,2.4170496,2.6946137,2.769593,175.84807,510.32178,43.387352,542.3487,998.6852,0.1461692,0.68647236,4.585237,37.91409,0.77726185,10.376256
622,1.0274991,0.0390686,399.82843,2.4098938,0.090813234,115.82732,105.88255,-13.675616,58.56864,2.2243972,1.7477329,2.6706226,2.6065745,2.465554,154.21109,512.9022,292.37646,267.10327,610.3683,0.028909236,0.1252869,1.385665,13.233362,0.8709831,10.285468
623,1.1043173,0.028228838,400.0516,2.6028097,0.19241613,73.83268,75.50386,-15.091667,19.318964,1.7727945,1.3830768,2.059052,1.8053213,1.5862151,97.933304,521.112,134.52069,554.10645,550.6165,0.21290493,0.7045392,9.911372,109.59367,1.071645,11.526118
624,1.1186346,0.04336351,400.0871,2.416411,0.29563886,105.977745,81.02463,-13.625173,48.875195,2.4255862,1.8088818,2.532806,2.1777952,1.9320437,118.844986,560.9763,154.89816,394.43805,384.248,0.20801747,0.93407667,7.01423,59.81731,0.3595528,9.4091625
625,0.95165884,0.03696282,399.8156,2.4893677,0.16591403,28.953823,76.402245,-7.9660316,23.166092,1.9930576,1.5630894,2.4075963,2.207924,1.9685043,122.12569,506.2962,170.80844,700.9498,177.51363,0.0404967,0.14613304,1.9776688,20.95397,0.41996223,10.819912
626,1.0843827,0.03213448,399.9075,2.4673347,0.24340668,100.73371,85.36841,-15.082817,38.326836,2.3370109,1.8542607,2.8977485,2.9292903,2.8392606,178.26685,544.8716,259.2344,265.64606,817.7896,0.10538916,0.5829256,5.132737,45.52573,0.39265728,11.054014
627,1.1246121,0.029168561,399.99542,2.462429,0.17807686,28.509207,105.7162,-23.213396,24.912067,1.9951884,1.6411108,2.6713748,2.8395805,2.834783,178.98776,477.37192,60.730793,398.0619,554.34467,0.04207579,0.6914247,2.5889258,19.463787,0.38158804,9.330511
628,1.1240995,0.043794204,400.04474,2.4706614,0.18428937,35.809284,66.09456,-15.305478,25.577728,2.4963822,1.9125007,2.8018901,2.5774434,2.3694282,147.16837,529.9917,121.92594,148.89293,851.0462,0.04786796,0.3341331,2.3382976,19.50011,0.47408447,10.560185
629,1.1255239,0.04032757,399.99518,2.4803073,0.27053723,72.23862,107.98324,-25.524616,38.556114,2.0926242,1.6882775,2.673458,2.7249427,2.658711,167.20612,545.828,132.73338,195.36731,819.3909,0.10720851,1.7697064,7.5366964,57.366802,1.0357168,9.653749
630,1.0946294,0.038672738,400.16824,2.4353461,0.16539478,24.528055,92.21814,-13.194348,16.292276,2.617203,1.9843544,2.8131595,2.3596864,2.0496068,125.64883,529.71674,68.61385,653.16223,273.92502,0.15216736,2.053583,8.914925,68.01158,0.98108274,10.256028
631,1.1809617,0.053435374,399.84955,2.473344,0.2738475,87.7995,57.304176,-24.914856,40.404106,1.7483994,1.4063529,2.1691976,1.9401457,1.6900284,104.581985,624.8249,67.915184,550.8404,754.6026,0.10770571,0.16338225,2.8057268,39.8841,1.2752504,11.589271
632,1.1143789,0.039939187,399.90973,2.49822,0.39170218,108.800575,95.09726,-14.514105,7.6691523,1.9855824,1.5713513,2.3567681,2.0691924,1.8081547,111.66392,539.6771,59.295837,178.21436,667.00134,0.102641344,1.2034144,6.0643353,47.713787,0.6811466,10.099811
633,1.2380983,0.047637653,399.8773,2.4648082,0.40040866,127.85388,75.80515,-15.627238,11.356245,2.0595977,1.6206234,2.480619,2.3160682,2.1207094,131.97711,604.56024,107.98568,151.21176,979.3517,0.08944731,0.7505056,5.4113493,45.783203,-0.3016515,9.985153
634,1.0889513,0.04858237,400.04083,2.4910312,0.14087436,59.986034,118.75218,-9.598631,9.629796,3.7364788,2.6806104,3.562303,2.846436,2.443287,148.35794,508.88647,137.03543,425.0224,757.10925,0.07979442,0.6162834,4.938546,42.79024,0.4447232,10.816691
635,1.1352971,0.046165127,399.92905,2.449136,0.12743995,141.37021,51.208923,-13.021744,20.911245,2.785358,2.1254208,3.1358204,2.8712127,2.6275964,163.1113,597.4634,222.90878,325.95477,651.9508,0.1724431,0.43838102,7.3204713,92.43642,0.59616125,10.222647
636,1.0519432,0.050079353,399.95163,2.4705143,0.11346698,88.7303,76.11665,-12.241594,22.467402,2.712955,2.012728,2.8096442,2.302016,1.9768047,120.78551,524.47705,111.79564,461.8019,229.10672,0.13838716,0.9180406,7.3869524,64.76271,0.53066695,9.2623205
637,1.0201554,0.039480824,399.7511,2.4807262,0.1524334,47.937584,120.415184,-12.962824,46.13079,2.546247,1.9852358,3.030439,2.9056473,2.7210782,169.88177,507.87982,32.711784,324.31223,831.41785,0.32862917,1.1868511,12.535828,119.163315,-0.37556502,9.71707
638,1.1473157,0.04427609,399.98755,2.4710152,0.16216159,83.41343,90.324875,-18.937918,23.707214,3.0254588,2.2488766,3.1492,2.6272948,2.284694,140.05112,476.39713,36.357746,832.50574,285.54443,0.25920916,0.234979,4.934741,88.79039,0.4059372,8.795102
639,1.0908697,0.048891652,399.9072,2.4383137,0.23799062,49.850933,148.89902,-19.203781,5.889707,2.2095008,1.6879158,2.5163777,2.3555176,2.1853595,135.99643,556.8432,83.33916,458.59384,975.1869,0.13167588,0.72544706,6.8703547,63.342896,0.4749605,9.360292
640,1.1574576,0.0515049,399.9528,2.466784,0.08462625,112.6642,67.465744,-22.033846,50.7924,3.135001,2.3703911,3.429633,3.0205994,2.7059593,167.12479,590.9797,91.20176,417.7478,737.56,0.18334837,1.4509485,12.567523,111.48049,-0.040780067,10.761501
641,1.1729424,0.051220763,400.08456,2.4830923,0.17923883,50.12319,104.752,-14.812843,23.95815,2.1477294,1.7261299,2.6967602,2.66393,2.546637,159.64201,584.8163,119.614624,674.4179,1338.0168,0.2039018,1.7056582,8.145311,63.323578,0.8095196,10.836307
642,1.0332154,0.046334147,399.81622,2.480896,0.0823553,67.11363,92.40515,-10.430872,21.851501,2.9591937,2.2537427,3.3344646,3.087864,2.8462749,176.90164,518.3486,93.18867,96.597466,382.95966,0.04706796,0.9564725,3.5357983,26.401285,0.7362628,8.814188
643,1.0493423,0.04012703,399.96353,2.417538,0.15928578,92.556625,53.10963,-15.490145,27.731434,2.1199899,1.7465639,2.8401086,2.9609685,2.9150395,183.74469,541.21014,57.911446,303.0652,652.96,0.056087606,0.7972492,3.3684666,25.594784,0.46679783,10.209738
644,1.19718,0.0415237,399.8419,2.4840724,0.17595504,75.37134,77.74069,-14.798262,-5.784993,2.715845,2.0304341,2.8389342,2.320924,1.9901584,121.62372,529.8854,46.679928,569.80286,621.8222,0.111684896,0.5936085,4.687749,41.042767,1.1209376,10.634565
645,1.0725461,0.042119287,399.84827,2.3782768,0.18185857,83.50684,47.289295,-15.979456,39.54562,2.8022764,2.0670445,2.8659017,2.3974006,2.0948696,128.41687,620.2868,201.74261,174.64706,594.51965,0.14261809,0.2806855,3.8516765,41.497414,1.2040504,9.880365
646,1.1166646,0.043086946,399.86255,2.4713135,0.21548238,102.35421,62.547523,-11.6076145,1.8631086,2.492604,1.906099,2.8127365,2.5890522,2.3753102,147.54655,625.27435,114.937546,186.52579,1084.4285,0.26271358,3.1180964,15.179956,118.092384,0.80357456,9.6198225
647,1.1579173,0.03701418,399.96625,2.4763644,0.12874089,137.68095,115.81506,-14.729779,28.02884,2.4850698,1.9555721,2.9558995,2.8739715,2.7244632,170.40456,506.02167,65.959335,169.65952,337.23297,0.30776933,3.4650161,22.733273,188.0844,0.12118711,9.1002445
648,1.1467434,0.03944525,399.91666,2.5323963,0.16028753,53.40907,139.22952,-23.206863,25.692959,2.214087,1.6782234,2.4505394,2.1502185,1.9095752,117.910706,525.3989,58.098217,906.7697,123.906784,0.15427259,0.14417455,3.0016181,69.33418,0.5800853,10.030332
649,1.0554106,0.04305461,399.93976,2.466969,0.20416316,110.046875,93.322266,-19.22917,24.706146,2.2442222,1.6920828,2.3923774,2.0215118,1.7666019,108.59039,525.83185,255.00443,470.39496,295.2874,0.17582805,0.74282616,9.276189,94.87423,0.059781075,9.975485
650,1.0473775,0.033108704,400.0236,2.4435635,0.07422714,20.0987,104.876,-18.751593,29.505035,2.4627757,1.849827,2.715599,2.5080125,2.31414,143.72762,474.4952,82.00521,151.64981,315.66772,0.20479265,1.2672107,10.401364,91.77006,0.8571749,9.836587
651,1.0889755,0.03933587,399.80524,2.4599948,0.24309437,48.381596,114.47878,-13.629217,22.668358,2.3198838,1.8477032,2.8904366,2.7394016,2.5091515,156.39331,492.13037,94.666466,432.1569,626.28204,0.20030813,1.2175719,11.321521,102.70766,0.6282123,9.709862
652,1.1517572,0.05110637,399.90878,2.4693837,0.18670431,90.68992,127.56099,-14.536359,43.837433,2.3684335,1.8890696,2.9346273,2.8598819,2.69752,168.7518,541.6323,131.18396,375.59454,226.10332,0.0868244,0.10939882,2.3067136,41.514156,0.022390341,10.0858965
653,1.1772286,0.046456043,399.81378,2.4187474,0.07904768,103.82993,105.52214,-17.574787,-12.281301,2.04899,1.6558933,2.5933752,2.4650712,2.2633114,141.21909,520.1011,444.0149,500.80484,245.30624,0.13745375,0.97378886,7.820613,68.32567,-0.11967941,9.83024
654,0.977677,0.03581267,399.8594,2.4719567,0.08116597,105.44773,91.634476,-10.790993,37.208027,2.2852044,1.8292344,2.88236,2.9354541,2.8612509,179.96342,531.5882,110.65365,678.0996,670.3392,0.0995125,0.49266824,3.6102395,30.258905,0.07459817,10.365564
655,1.0964788,0.040049545,399.9669,2.4843802,0.17858282,98.949066,37.91489,-12.150469,37.655407,2.7548876,2.1122146,3.0976849,2.7559257,2.4708726,152.84921,534.7831,118.5697,330.71207,815.64453,0.07557677,0.07267894,1.5645702,25.450037,0.93891066,10.154156
656,0.99668837,0.034523644,400.06317,2.516257,0.2460843,69.49266,55.497643,-9.1374855,11.666358,2.913383,2.2093112,3.205171,2.7651641,2.4332302,149.8667,451.40576,122.91886,384.13226,1049.5247,0.13205528,2.0800498,9.691711,74.95953,0.25536016,10.359085
657,1.162226,0.045798022,399.85785,2.4761078,0.435704,65.730576,109.29214,-15.15332,22.649342,2.1891525,1.7144855,2.6197336,2.4246702,2.2056165,137.10654,478.59943,86.22927,140.46785,779.5493,0.22397754,0.76312435,8.682588,85.04461,0.31709114,10.030111
658,1.1127766,0.044537723,399.99353,2.4931095,0.22369942,79.900475,74.50606,-10.331007,8.860042,2.6326988,2.0226645,2.995177,2.7381992,2.5035102,155.39554,566.07654,139.666,260.5617,284.08038,0.13491262,1.3145128,8.989453,74.69616,0.53344375,9.4604025
659,1.0474818,0.04251299,399.8765,2.4806952,0.119549654,138.03049,65.72172,-11.20451,9.262754,2.4432473,1.9031909,2.8753324,2.737041,2.5548375,159.35703,495.63654,75.68419,835.8302,597.0203,0.22425234,0.6801778,7.265744,69.49385,0.39237437,10.68942
660,0.9743951,0.036779027,399.8941,2.4575567,0.23848245,92.23587,110.29283,-9.318974,26.601252,3.0646577,2.2555156,3.0892649,2.4800248,2.1143413,128.74121,482.03848,126.481445,481.35938,406.8524,0.1396987,1.4523216,9.318124,76.10977,0.49712664,10.099626
661,1.1103022,0.04106968,399.8322,2.477241,0.1532598,50.97489,82.26598,-15.510393,26.11723,2.0403044,1.6092527,2.4769943,2.396349,2.25579,140.99985,451.367,129.86194,485.81952,301.61264,0.15538451,0.14040014,2.8197799,47.049744,0.20523247,9.159017
662,1.1082118,0.041279905,399.9619,2.4302425,0.264412,78.89372,51.833385,-15.180407,38.363792,2.2303212,1.7433296,2.5745025,2.3166869,2.0944295,129.77286,515.8162,61.540375,287.98224,439.65192,0.120434836,0.19009836,3.5770366,53.385223,0.6167471,9.928079
663,1.1002095,0.04568842,399.8603,2.4628398,0.20564196,141.4837,94.12785,-14.962477,8.81881,2.0489864,1.6960644,2.7856715,2.9449048,2.9251957,184.52704,517.6279,120.66014,197.215,618.2296,0.17046776,1.0262648,7.458336,62.98014,0.43446913,10.624315
664,1.1478144,0.043987636,399.8658,2.5098572,0.15764718,40.806206,120.55841,-14.190102,11.398691,1.6153198,1.35582,2.2959616,2.483457,2.4789789,156.71945,556.88904,31.38833,683.8631,314.04175,0.13666902,0.29929557,4.2553205,46.62493,1.160881,9.307917
665,1.0811929,0.035732307,400.07645,2.5054135,0.17846033,101.142715,94.41228,-12.502239,15.921028,2.297361,1.7747561,2.6120064,2.3558786,2.1320312,132.15845,495.8383,214.73608,85.099686,848.1074,0.11048349,0.47063285,4.77144,46.205566,0.60856754,9.804069
